#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	21.715	SUB2	TEF1	13.060	11.661	-3.005	21.715	3.165	13.797	0.680	2.331	-0.093	-0.173	-0.075		0.210	1.872	2.782	0.806	-0.652	-0.160		0.080		-0.505	1.150	-0.206	17.597	1.190				0.622	1.876	Complex
1.000	21.995	TUB2	RPS11A	11.358	8.901	-3.458	21.995	1.396	14.979	-0.278	2.959	-0.093	0.833	-0.075			2.273	4.118	0.878	-0.408	0.207	0.120	0.791		-0.102	-0.473	0.283	15.609	3.965				-0.358	0.545	Complex
1.000	23.813	OLA1	EFT1	12.645	13.640	-2.900	23.813	4.047	13.796	0.000	2.850	-0.093	-0.173	0.887			2.499	5.143	2.061	-0.942	-0.060	0.102	-0.091		0.602	0.801		17.830	3.360	0.242			1.870		Complex
1.000	23.376	SUB2	KRS1	12.287	12.996	-2.966	23.376	6.052	12.538	-0.278	2.331	0.089	0.420	0.075		0.210	1.939	2.118	3.606	2.555	-0.351				1.176	0.547	0.283	18.884	1.894	0.523			1.284	3.652	Complex
1.000	15.772	OLA1	TEF2	15.708	10.741	-2.620	15.772	3.817	6.260	-0.278	2.850	-0.093	1.073	-0.075			2.218	1.674	1.730	-0.727	0.567	0.426	-0.091		-0.258	0.468		12.450	1.983				1.030		Complex
0.994	12.060	SUB2	POL30	12.060	10.608	0.942	4.769	5.213	1.500	0.602	2.407		0.692	0.000			1.647	4.193	3.301	3.487	0.679		0.725		1.067	2.629	0.173	4.625	1.299	-0.343			-0.747	2.836	PPI
1.000	20.423	PAB1	HSP60	6.432	4.664	-2.886	20.423	0.723	15.468	0.000	2.029	-0.093	0.650	0.075			1.569	3.443	2.508	0.236		-0.303	0.080		2.409	-0.188		14.149	1.437	0.242			0.249		Complex
1.000	20.862	SUB2	PGI1	9.290	9.914	-5.552	20.862	3.463	12.538	-0.278	2.331	0.089	0.855	-0.075			1.939	1.896	0.692	1.000	-0.224		0.187		-0.459	0.672	0.000	17.078	-0.313	0.523			1.870	-0.227	Complex
1.000	16.855	ILV5	BMH1	7.035	9.387	0.485	16.855	0.355	12.642	-0.278	1.268		1.940				0.927											15.750	0.744	-0.016				-0.619	Complex
1.000	18.877	PRP40	PRP43	9.010	9.486	3.482	18.877	2.638	13.471	0.680	1.163	-0.093	0.246	-0.075		0.210	0.637	2.539	0.545	-0.500	0.630	-0.249	-0.091		1.834	0.291	0.000	14.536	1.665	-0.201			0.228		Complex
1.000	22.418	HSP60	CAR2	9.966	10.705	-2.731	22.418	3.343	14.018	-0.278	2.029	0.089	1.073	-0.075			2.219	3.221	2.471	0.786		-0.105	0.187		0.514	2.306		16.316	-0.815	0.523	0.356		2.162		Complex
1.000	22.051	SUB2	GUA1	12.816	11.615	-2.269	22.051	4.522	13.471	-0.278	2.029	0.089	1.073	-0.075			1.222	3.284	1.059	0.436	-0.326		0.080		0.572	0.378	0.283	18.459	2.576	-0.185			1.203	1.942	Complex
1.000	22.975	TUB2	TEF4	12.851	12.742	-1.581	22.975	2.579	14.090	0.000	2.331	-0.093	1.925	-0.075			2.218	4.124	2.399	-0.595	-0.199				-0.172	0.094	0.145	18.674	1.307	0.242			0.210	0.520	Complex
0.999	14.005	SNU23	EFT2	2.797	1.702	-4.778	14.005	0.406	12.058	0.000	1.163	-0.093	-0.269	0.381			0.359	0.147	-0.805	-0.791	-0.162	0.022	-0.091		-0.364			12.292	0.141	-0.201			1.185	-0.593	Complex
1.000	25.116	SUB2	RPP0	15.158	13.425	-6.235	25.116	4.996	13.797	0.680	2.331		1.448	-0.075			1.939	4.791	2.956	2.334	-0.231		0.080		0.336	1.361	0.283	19.896	1.401	0.242			1.984	2.760	Complex
1.000	23.209	RPL20A	TUB2	10.052	9.806	-1.907	23.209	1.124	13.798	-0.278	4.009		1.925	-0.075			2.706	3.539	1.460	-0.444	-0.209	-0.203	1.664		0.109	-0.207	0.283	18.452	0.567				-0.277	0.520	Complex
1.000	15.354	SNU23	PRP43	4.070	7.833	0.911	15.354	1.956	12.058	0.680	0.556	0.089	-0.269	-0.075	0.000		0.359	-0.309	0.709	0.643	0.426	0.557	-0.855		0.633			13.228	1.283	-0.201			1.163	0.219	Complex
1.000	22.995	HSC82	RPL7A	12.341	14.029	-1.876	22.995	1.914	15.036	-0.278	2.850	0.089	1.288	-0.075			2.172	5.644	3.673	-0.636	0.118	0.000	0.962		0.437	0.398	0.474	16.571	0.147	-0.201			-0.393	1.644	Complex
1.000	21.213	OLA1	ADO1	9.389	10.469	-0.239	21.213	3.848	12.526	-0.278	2.331	-0.093	0.683	-0.075			2.271	2.198	1.965	0.535	1.039	-0.303	0.080		0.505	2.900		16.047	2.186	-0.185		0.208			Complex
1.000	24.266	RPL7A	PRP43	16.298	17.549	1.084	24.266	4.966	13.796	0.680	2.331	-0.093	0.683	-0.075		0.210	1.768	4.492	2.861	1.785	0.928	0.566	0.080		0.486	0.289	0.474	19.498	1.574	-0.016			1.870	0.545	Complex
1.000	16.537	OLA1	SAM1	11.352	15.542	0.820	16.537	2.219	6.137	0.000	4.009	0.089	1.940	-0.075			2.218	0.809	0.136	-0.975	0.112	-0.185	0.080		1.151	-0.372		13.835	1.502	-0.201	0.825	0.208	-0.443		Complex
1.000	34.127	RPS11B	RPL7A	28.818	34.127	8.958	24.376	12.052	4.895	3.320	3.899	0.175	5.523	0.774			3.488	9.445	5.940	7.735	1.855	-0.091	4.189		5.091	9.419	1.502	23.843	8.593				4.171	8.361	Metabolic
1.000	15.541	RPP0	PRP43	15.541	13.091	1.831	14.136	4.164	4.804	0.602	2.407		1.674	0.000			1.891	5.946	2.577	2.601	0.679	0.808	0.000		0.851	0.820	-0.281	10.466	1.229	-0.172			0.913	0.622	PPI
1.000	20.657	BAA09202	SAH1	10.207	10.430	-2.664	20.657	1.774	13.797		2.331		0.469	-0.075			2.361	4.336	1.823	-0.722	-0.224	-0.185	0.791		0.275	0.657	-0.206	14.522	2.546	-0.201			0.481		Complex
1.000	25.613	SUB2	RPL20A	15.752	15.521	-3.068	25.613	6.012	13.590	0.680	2.331		1.073	-0.075		0.210	1.793	3.558	2.141	2.459	-0.178		-0.091		0.995	0.190	0.474	20.379	2.576				1.185	3.691	Complex
1.000	22.409	HSC82	RPS11B	11.517	12.416	-3.044	22.409	2.367	14.213	-0.278	2.331	0.089	1.925	-0.075			1.838	3.749	3.551	0.953	-0.101	0.388	-0.091		-0.039	0.369	0.145	16.896	-0.239				0.316	1.781	Complex
1.000	25.610	RPL4A	HSP60	14.139	16.282	-2.204	25.610	5.404	14.234	0.000	2.029	0.089	1.288	-0.075			2.641	4.612	5.981	2.246		0.285	0.962		-0.726	-0.104		15.827	5.495	-0.201			1.263		Complex
1.000	18.620	DBP2	BAA09202	6.337	4.467	-0.851	18.620	-0.097	13.797		2.850	-0.093	0.469	-0.075			1.768	3.298	0.691	-0.422	0.362	-0.303	-0.091		-0.315	-0.197	0.000	15.041	-0.783	-0.201			-0.358	-0.619	Complex
1.000	25.200	RPP0	HSP60	13.324	14.970	-1.142	25.200	3.817	14.368	0.000	2.029		1.870	-0.075		0.000	3.190	5.240	5.155	1.600		0.120	1.836		-0.432	0.562		16.838	4.288	-0.016			1.252		Complex
1.000	23.362	RPL20A	SAH1	14.646	14.944	-3.656	23.362	4.714	12.540	0.000	2.029		1.806	-0.075			2.349	3.346	1.827	1.167	0.507	-0.185	0.791		0.561	0.487	-0.206	19.816	1.719				-0.288		Complex
1.000	33.687	RPP0	RPL7A	28.788	33.687	8.916	27.852	10.894	5.317	3.320	3.899	0.052	6.136	0.445			3.623	14.223	7.211	5.042	0.385	-0.363	3.269		5.151	8.110	0.206	23.016	5.598	1.638			1.079	8.361	Metabolic
1.000	33.754	RPL20A	RPL4A	30.140	33.754	10.873	23.370	11.647	4.465	3.320	3.031		6.610	1.355			3.326	12.763	6.569	9.868	0.257	0.844	2.049		3.011	2.151	0.663	22.407	9.001				1.568	8.361	Metabolic
1.000	21.706	ILV5	RPL20A	9.500	13.611	-0.233	21.706	5.675	12.175	0.000	0.989		1.940				0.927											18.732	5.134					0.855	Complex
0.998	13.326	POL30	KRS1	13.326	13.194	4.233	7.966	6.486	2.011	-0.668	2.407		1.313	0.000			1.778	5.451	3.521	3.145	0.679	1.306			-0.580	1.411	0.423	5.019	3.123	-0.343			-0.747	3.738	PPI
1.000	15.058	RPS11B	POL30	15.058	14.824	4.735	8.371	7.102	3.253	-0.273	2.407		0.962	-0.109			1.717	4.900	6.136	4.770	1.163	0.231	-0.112		-0.575	-0.560	0.173	5.297	5.080				-0.742	3.509	PPI
1.000	26.400	RPS11B	KRS1	15.675	19.156	-3.698	26.400	6.396	13.471	-0.278	2.850	0.089	1.448	-0.075			2.499	4.287	2.951	2.364	0.061	0.129			-0.137	0.910	0.283	19.989	4.038				1.252	5.141	Complex
1.000	19.019	RPS11B	PGI1	7.993	10.055	-6.664	19.019	1.504	12.015	-0.278	2.331	0.089	1.073	-0.075			2.361	0.995	-0.083	0.347	-0.224	0.022	1.069		-0.416	0.651	0.000	16.066	0.232				1.193	-0.270	Complex
1.000	18.767	POL30	PGI1	10.177	8.495	-0.102	18.767	1.829	13.469	-0.278	2.029	0.089	-0.038	0.000			1.667	3.975	-0.320	-0.301	0.492	1.987	0.080		-0.191	-0.120	0.283	13.230	-1.031	-0.201			-0.358	-0.270	Complex
1.000	17.992	RVB2	SAM1	6.532	4.568	-3.550	17.992	1.649	12.758	-0.278	2.331	-0.093	0.355	0.000			1.269	1.685	-0.459	-0.778	-0.278		-0.720		0.067	-0.267		16.425	-0.818	-0.201			-0.439	-0.244	Complex
0.999	13.922	SNU23	PRP22	-0.170	4.248	2.467	13.922	1.791	12.058	0.680	0.556		-0.269	-0.075	0.000		-0.818	-1.406	-1.159	0.312	0.426	0.107	0.187		0.458			13.959	1.311	-0.201			0.562		Complex
0.999	13.955	CAA42329	RPS11B	7.099	9.373	-2.620	13.955	2.615	5.735		2.850	-0.093		-0.075			2.921	0.763	0.429	0.161	-0.224	0.119	1.943		-0.468	1.131	0.000	8.761	1.575				1.860	0.766	Complex
0.999	14.300	RVB2	TEF2	14.192	9.856	-0.780	14.300	2.728	8.480	0.000	2.850	-0.093	-0.544	-0.075			0.953	3.117	1.964	-0.720	-0.163		0.000		-0.308	-0.165		10.268	-0.374				1.263	1.644	Complex
1.000	19.212	PGI1	SAM1	8.369	11.260	-3.616	19.212	-0.952	12.416	-0.278	4.009	0.089	1.710	0.000			2.218	0.957	0.073	-0.955	0.138	-0.254	0.187		0.578	-0.416	0.000	16.788	0.162	-0.201	0.180	-0.243	0.102	-0.244	Complex
1.000	20.340	ILV5	PAB1	7.730	8.697	-1.105	20.340	4.966	12.170	0.000	0.989		1.288				0.927											19.312	1.810	0.958				-0.221	Complex
1.000	15.493	SNU23	OLA1	4.256	4.588	-1.406	15.493	2.854	12.058	-0.278	0.788	-0.093	-0.269	0.075			0.359	1.191	0.562	2.072	0.230	0.187	0.187		0.451			12.726	1.760	-0.201			0.562		Complex
1.000	16.533	ILV5	PGK1	5.504	9.577	-0.547	16.533	1.448	12.125	-0.278	0.601		1.710				0.927											14.462	2.362	-0.201	0.288	0.208		-0.593	Complex
1.000	19.074	HSC82	PGI1	19.074	15.522	-1.164	16.169	3.621	7.400	0.602	3.906		2.265	-0.109	-0.813		2.202	2.551	1.172	0.119	-0.653	0.493	0.608		0.594	0.031	0.173	13.421	-1.155	2.203	0.484	-0.491	1.455	-1.149	PPI
0.991	11.565	ILV5	HIS5	7.030	11.565	2.575	1.409	6.275	0.605	-0.764	1.279		4.170															4.505	5.982	0.248	2.691	-0.412		-1.204	Metabolic
1.000	21.494	RVB2	RPS11A	10.850	11.197	-1.021	21.494	5.076	13.474	-0.278	2.331	-0.093	-0.544	-0.075			1.604	4.028	1.538	2.115	0.403		-0.091		-0.534	-0.311		15.647	-0.230				1.852	4.573	Complex
0.882	8.924	TEF1	SPE3	8.296	7.209	-4.789	8.924	1.574	4.283	-0.278	1.163	-0.093	0.781	-0.075			1.569	1.363	1.675	-0.214		0.217	-0.091		-0.651	-0.244	0.000	7.532	0.470				0.622	-1.106	Complex
1.000	24.216	HSC82	KRS1	13.012	13.922	-1.168	24.216	3.982	13.230	-0.278	4.009	-0.093	1.220	-0.075			2.219	2.894	3.541	1.011	-0.162	0.991			0.681	0.736	0.757	17.656	2.193	0.242	-0.317	1.167	1.030	1.587	Complex
1.000	19.042	BMH1	SAM1	8.703	8.262	1.366	19.042	1.043	12.014	-0.278	2.850	-0.093	1.288	0.000			2.218	1.643	0.063	-0.468	0.458	0.080	-0.091		0.221	-0.338	0.000	15.041	0.568	-0.201			1.070	-0.233	Complex
0.919	9.330	HSC82	POL30	8.987	9.330	-1.914	3.383	3.165	2.883	-0.764	2.401	-0.251	1.006	-0.206		-0.816	1.914	5.185	4.468	1.279	0.200	0.959	0.561		-1.434	1.494	0.208	-0.327	-1.382	-0.344			-0.860	1.901	Metabolic
0.994	11.993	URK1	BAA09202	1.138	1.198	-0.619	11.993	-1.071	12.055		0.556	-0.093	0.469	0.075				0.064	-0.439	-0.787	-0.209	-0.303	-0.091		-0.189	-0.411	0.145	12.747	0.221	-0.185				-0.559	Complex
1.000	19.420	PAB1	PRP43	19.420	16.797	3.070	16.773	4.895	8.905	-0.273	2.407		1.601	-0.109		0.814	1.181	6.166	1.366	0.864	-0.158	-0.318	0.164		-0.063	0.629	0.173	16.219	-0.445	-0.343			-0.159	0.349	PPI
0.940	9.666	HSC82	LEU1	9.666	7.347	3.582	8.899	0.712	6.862	-0.668	0.619		2.141				0.000											10.683	-0.929	-0.343	0.099	-0.491		-0.952	PPI
1.000	22.439	BAA09202	TEF2	11.254	10.665	0.389	22.439	-1.005	16.772		4.009	-0.093	0.469	-0.075			2.361	4.287	2.321	-0.899	-0.396	-0.203	0.962		2.671	-0.372	-0.265	16.200	2.939				-0.119	-0.292	Complex
1.000	19.421	HSC82	TEF1	19.421	18.201	2.318	17.277	4.264	9.614	-0.273	2.607		1.429	-0.109			1.891	7.295	4.192	1.221	0.203	0.270	-0.212		-0.848	2.163	-0.470	12.346	0.205				0.300	2.148	PPI
1.000	18.889	BMH1	ADO1	6.479	10.394	-4.114	18.889	1.159	12.540	-0.278	2.331	0.089	0.852	-0.075			2.271	1.093	1.715	0.936	0.461	-0.185	0.000		-0.375	0.453	0.000	15.474	0.325	0.258				-0.508	Complex
1.000	24.078	BMH1	BAA09202	12.615	10.639	3.364	24.078	1.159	16.335		4.009	-0.093	0.469	-0.075			2.273	4.869	2.784	-0.633	0.701	0.080	0.962		2.687	0.368	-0.059	16.200	2.158	0.523			0.621	-0.399	Complex
0.998	13.288	RVB2	EFT1	13.288	10.156	0.031	12.673	2.821	6.753	-0.273	2.607		-0.214	0.454			1.140	6.939	1.717	-0.272	-0.198		-1.000		0.813	-0.100		8.002	-0.427	-0.343			1.565	0.436	PPI
1.000	20.808	RVB2	TEF4	10.049	9.312	-3.766	20.808	4.197	13.798	0.000	1.364	0.089	-0.169	-0.075			1.604	4.399	2.190	1.564	0.086				0.578	0.095		14.801	-0.066	-0.201			0.544	3.692	Complex
1.000	25.619	PAB1	EFT2	16.132	18.337	-2.612	25.619	4.571	14.589	0.680	2.959	-0.093	1.492	0.381		-0.305	1.346	4.601	3.055	-0.019	0.207	0.295	-0.720		-0.112	0.705	0.145	21.152	1.743	0.958			-0.393	-0.508	Complex
1.000	20.949	RPS11B	TEF1	18.430	19.697	1.115	20.949	5.945	7.409	0.680	2.850	-0.093	1.723	0.075			2.361	4.993	1.836	-0.405	0.182	-0.303	0.791		-0.608	0.718	-0.206	14.358	1.698				1.930	4.588	Complex
1.000	21.436	DBP2	RPS11B	10.028	10.253	-4.086	21.436	1.960	13.470	-0.278	2.331	-0.093	2.182	-0.075			1.939	4.575	1.599	1.282	0.403	-0.105	0.000		-0.712	0.555	0.145	16.887	0.481				1.185	-0.619	Complex
1.000	19.086	BAA09202	SAM1	6.313	7.036	-3.081	19.086	-0.081	13.577		2.850	-0.093	1.035	-0.075			1.872	3.072	-0.272	-1.230	-0.155	-0.185	0.080		-0.348	-0.518	0.000	15.041	2.996	-0.201			0.363	-0.227	Complex
1.000	18.900	BAA09202	ADO1	8.646	8.161	-4.940	18.900	2.171	12.540		2.331	-0.093	0.469	-0.075			1.557	0.938	1.016	-0.750	0.219	-0.254	0.080		-0.049	0.436	-0.206	14.522	3.031	0.000				0.520	Complex
1.000	18.674	RPS11B	LEU1	6.018	9.512	0.657	18.674	2.536	12.190	0.680	1.268		1.073				0.927											15.888	3.303					0.238	Complex
1.000	36.850	RPP0	RPL4A	29.913	36.850	10.574	28.303	12.089	7.348	3.320	3.899	0.052	6.610	0.169			3.363	14.547	8.127	10.767	0.257	1.902	1.731		3.353	8.518	-0.346	22.735	7.197	5.286			4.241	8.361	Metabolic
1.000	35.444	RPL4A	RPL7A	27.436	35.444	10.309	28.022	11.609	7.350	3.320	3.899	-0.083	5.212	0.774			3.363	13.475	8.033	4.479	0.257	0.844	1.965		3.212	9.600	2.268	20.814	11.999	4.247			2.183	8.361	Metabolic
1.000	20.725	ILV5	RPL4A	9.588	12.844	0.311	20.725	4.699	12.170	0.000	0.989		1.940				0.927											17.672	4.862	0.958				0.892	Complex
1.000	19.838	BAA09202	TEF4	8.019	7.731	-2.147	19.838	0.897	14.090		2.331	-0.093	0.469	-0.075			2.218	4.124	2.399	-0.595	-0.199				-0.172	0.094	0.145	14.522	1.307	0.242			0.210	0.520	Complex
1.000	18.502	HSC82	ADO1	7.078	1.668	-5.320	18.502	1.065	12.526	-0.278	2.331	0.089	0.852	-0.075			1.992	1.801	1.801	0.318	-0.348	-0.114	-0.091		0.448	0.225	0.000	13.990	-0.602	0.258		-0.243		0.185	Complex
1.000	21.537	BMH1	RPS11A	8.311	9.339	-4.126	21.537	2.070	13.470	-0.278	2.331	-0.093	1.764	0.000			2.273	3.895	1.538	1.324	0.182	-0.249	0.676		-0.364	0.903	0.000	16.250	-0.437				-0.416	-0.227	Complex
1.000	18.639	ILV5	ADO1	9.078	10.425	1.601	18.639	4.041	12.128	-0.278	0.601		1.220				0.927											15.468	4.135	0.258		0.208		-0.239	Complex
1.000	19.014	TEF1	TIF1	14.702	15.891	2.363	19.014	4.905	8.513	0.680	2.331	-0.093	0.500	-0.075		0.210	2.043	3.748	2.279	0.392	0.590	0.618	0.080		1.466	0.873	0.474	11.547	3.800				1.930	1.584	Complex
1.000	17.824	CAA42329	TIF2	12.932	13.647	-0.427	17.824	3.325	9.612		2.850	0.089		0.075			1.872	3.057	0.974	-0.606	0.236	1.207	0.187		1.940	2.755	0.000	8.761	2.002	-0.201	0.000		2.590	0.213	Complex
1.000	22.802	HSC82	RPL20A	12.502	10.684	-3.462	22.802	2.279	13.798	-0.278	2.850		2.155	-0.075			2.074	4.282	1.039	1.423	-0.080	0.749	0.962		0.581	-0.301	0.145	18.130	0.432				0.268	1.378	Complex
1.000	20.764	ILV5	SAM1	9.362	11.657	-2.430	20.764	4.390	12.487	-0.278	1.298		1.940				0.927											19.384	1.325	-0.201	0.113	-0.243		-0.593	Complex
1.000	18.149	PRO2	TIF1	5.207	4.010	-4.528	18.149	1.692	13.469	-0.278	1.163	0.089	1.073	-0.075			1.017	3.941	0.764	0.462	-0.155	0.595			-0.784	0.002	0.000	15.643	-0.710	-0.201	0.000			-0.566	Complex
1.000	20.833	PGI1	TEF4	9.113	11.686	-3.031	20.833	2.852	12.995	-0.278	1.163	0.089	1.589	-0.075			2.499	2.264	2.421	-0.160	-0.199				0.366	0.370	0.000	16.157	0.207	0.523			1.951	-0.270	Complex
0.998	13.089	PRO2	RNH1	1.982	2.315	-1.876	13.089	1.337	12.190	-0.278	0.141		-0.301						1.096	1.700	-0.219	-0.303			-0.948	-0.901		12.167		0.258					Complex
1.000	21.382	RVB1	RPP0	10.107	9.916	-4.888	21.382	3.229	13.797	0.000	2.331		0.162	-0.075			1.939	5.756	2.731	1.739	-0.271	0.119	-0.091		0.456	0.354	0.000	15.527	0.868	-0.016			1.860	1.644	Complex
1.000	18.060	RPS11B	CAR2	4.097	5.100	-7.446	18.060	1.346	12.017	-0.278	1.163	0.089	1.710	0.075			1.939	1.202	-0.088	1.832	-0.282	0.022	0.000		-0.315	-0.094	-0.206	14.163	-0.800				0.316	-0.582	Complex
1.000	24.953	PAB1	RPL20A	14.433	14.328	0.159	24.953	4.278	13.798	0.680	2.959		1.492	0.075		0.210	1.461	4.351	1.524	1.034	0.720	-0.114	-0.091		-0.019	0.132	0.000	21.008	1.714				0.116	0.660	Complex
1.000	23.698	PRP43	EFT2	12.729	14.280	-7.513	23.698	4.576	13.736	0.000	2.331	-0.093	1.589	-0.075		-0.305	1.939	4.750	1.796	0.706	0.362	0.672	-0.091		0.498	1.016	0.145	18.769	1.835	0.242			1.616	-0.399	Complex
0.894	9.042	PMS1	POL30	7.722	8.594	1.163	9.042	1.523	5.203	0.000	2.029	0.089	0.618	0.075		0.210	-0.704	2.307	1.145	0.801	0.509		0.080		0.287	-0.828	0.283	7.076	0.764	-0.185			-0.583		Complex
0.994	11.975	RPS11B	FDH1	1.664	0.129	-2.076	11.975	-1.069	12.175	0.000	0.275		0.247				0.346											11.906	-0.556					-0.420	Complex
0.998	12.970	BMH1	TEF4	12.970	11.252	3.574	12.061	1.686	7.636	-0.668	1.448		0.689	-0.109			2.288	4.822	5.090	-1.002	-0.373				3.692	0.948	0.173	4.534	0.203	1.012			-0.595	-0.606	PPI
1.000	18.476	HSC82	PGK1	18.476	17.316	0.510	18.061	2.674	9.086	0.602	2.607		1.414	-0.109			2.202	5.027	1.705	-0.779	-0.373	1.203	0.710		-0.137	-0.247	0.173	13.431	-1.383	-0.343	0.205	1.639	1.677	-0.919	PPI
0.965	10.228	RVB1	PRP28	10.222	8.427	0.118	10.228	3.365	5.738	0.000	1.163	0.089	-0.621	-0.075		0.210	0.359	3.241	-0.639	2.254	-0.198		0.000		1.796	1.420	0.283	5.829	1.620	0.000			-0.179	0.382	Complex
1.000	26.893	RPL20A	TIF1	17.873	16.340	-0.139	26.893	4.955	14.924	0.680	2.331		1.925	0.075		0.210	1.793	4.621	0.872	2.163	0.214	0.338	0.080		3.864	0.410	0.000	20.299	2.347				1.705	1.584	Complex
1.000	19.798	RVB1	GUA1	7.997	7.781	-7.287	19.798	4.253	12.015	-0.278	2.029	-0.093	0.683	0.000			1.189	1.943	2.439	1.106	0.214	0.356	-0.091		0.937	0.088	0.757	16.900	1.932	0.000			1.624	3.444	Complex
1.000	18.368	HSC82	TEF2	18.368	17.141	1.652	17.183	2.813	9.614	-0.668	2.607		2.221	-0.109			1.891	7.295	4.192	1.221	0.203	0.270	-0.212		-0.848	2.163	-0.470	10.657	0.205				0.300	2.148	PPI
1.000	21.325	ILV5	RPL7A	8.582	11.449	-0.813	21.325	5.529	12.170	0.000	0.989		1.710				0.927											19.037	4.510	0.242				0.855	Complex
0.988	11.358	HSC82	PAB1	11.358	8.662	-0.163	10.623	1.307	6.404	-0.668	2.407		0.487	0.000		0.359	1.062	3.801	1.348	0.984	-0.387	-0.318	-0.503		-0.063	0.533	-0.016	6.919	-0.821	-0.172			-0.669	0.436	PPI
1.000	20.893	BAA09202	EFT1	9.373	10.459	-1.749	20.893	-0.544	14.452		4.009	-0.093	0.469	0.381			2.218	4.710	1.866	-0.943	-0.282	-0.185	-0.091		0.101	-0.161	0.000	16.200	1.981	-0.201			-0.129	-0.508	Complex
1.000	17.240	HSC82	EFT1	17.240	14.476	-1.370	14.750	3.642	9.061	-0.668	2.607		0.707	0.000			1.891	6.960	1.992	-0.448	-0.387	0.844	-0.212		1.088	2.944	0.423	10.206	1.469	-0.343			2.322	-0.673	PPI
1.000	14.982	PAB1	CAR2	2.619	1.871	-7.638	14.982	0.555	12.539	-0.278	1.163	0.089	-0.301	-0.075		0.000	1.290	0.726	0.951	-0.647	-0.282	-0.249	0.080		0.070	0.094	0.000	13.452	-0.762	0.242			-0.312	-0.619	Complex
1.000	18.149	PRP43	CAR2	6.191	8.119	-6.374	18.149	1.922	13.589	-0.278	1.163	-0.093	0.420	-0.075		0.210	1.290	2.701	1.598	1.633	-0.199	-0.254	0.187		0.221	1.249	0.283	12.757	-0.337	-0.201			0.249	-0.420	Complex
1.000	17.575	BMH1	EFT1	13.083	14.590	-3.479	17.575	2.878	8.251	-0.278	4.009	-0.093	0.234	0.075			2.499	3.683	3.495	-0.589	0.174	0.107	-0.091		-0.044	2.127	0.145	10.710	0.986	-0.201			0.167	-0.619	Complex
1.000	21.535	BMH1	RPS11B	8.308	9.623	-3.987	21.535	2.068	13.470	-0.278	2.331	-0.093	1.764	0.000			2.273	3.895	1.538	1.324	0.182	-0.249	0.676		-0.364	0.903	0.000	16.332	-0.437				-0.416	-0.227	Complex
1.000	16.599	CAA42329	GUA1	5.745	6.393	-2.908	16.599	-0.538	13.457		2.850	0.089		0.000			0.741	1.761	-0.337	-0.777	0.274	-0.041	0.080		-0.056	0.166	0.145	15.041	0.006	-0.185	0.356	0.208	0.621	0.318	Complex
0.999	13.870	PRP28	SAM1	1.161	0.281	-1.549	13.870	0.445	12.056	-0.278	2.029	0.089	-0.621	-0.075			0.227	-0.434	-0.166	-0.804	0.209		0.000		-0.298	-0.423	-0.206	13.695	-1.061	-0.185			-0.517	-0.508	Complex
1.000	20.478	CAA42329	SUB2	8.785	9.892	-4.515	20.478	1.945	13.797		2.850	0.089		-0.075			1.872	3.588	1.146	-0.654	-0.377		0.187		-0.220	1.901	0.000	15.041	-0.352	-0.201			1.203	-0.233	Complex
1.000	22.364	RPS11B	SAH1	12.343	13.516	-5.604	22.364	4.564	12.015	0.000	2.331		1.169	-0.075			2.361	2.507	2.017	1.504	-0.209	-0.185	1.069		-0.326	0.720	-0.206	19.606	2.250				-0.129		Complex
0.949	9.837	PRO2	SPE3	6.339	9.837	-2.088	2.373	7.584	-0.447	-0.764	0.852	0.175	1.404	0.169			0.862	5.260	4.797	1.891		0.619			-0.529	3.530	-0.346	3.640	-0.414	0.248	-0.839	-0.412		-0.787	Metabolic
1.000	15.095	BMH1	TEF2	15.095	12.328	1.795	14.380	1.106	7.515	-0.668	2.607		2.214	-0.109			2.430	4.571	5.336	-0.319	-0.373	-0.386	0.608		1.660	-0.693	-0.016	10.094	-0.176				-0.564	-0.606	PPI
1.000	21.204	HSC82	RPS11A	9.967	10.703	-2.835	21.204	1.969	14.213	-0.278	2.331	0.089	1.117	-0.075			1.838	3.749	3.551	0.953	-0.101	0.388	-0.091		-0.039	0.369	0.145	15.237	-0.239				0.316	1.781	Complex
1.000	22.067	BAA09202	RPS11A	12.160	10.022	-2.937	22.067	0.988	14.979		2.959	-0.093	1.035	-0.075			2.273	4.118	0.878	-0.408	0.207	0.120	0.791		-0.102	-0.473	0.283	15.149	3.965				-0.358	0.545	Complex
1.000	19.130	PGI1	ADO1	7.038	11.411	-4.168	19.130	2.125	12.526	-0.278	2.331	-0.093	0.324	-0.075			2.271	1.430	1.653	2.691	-0.259	1.036	0.080		-0.330	0.845	-0.206	13.401	0.232	0.539		0.618		-0.270	Complex
