#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	16.825	LEU2	TUB2	6.682	8.996	0.783	16.825	1.429	12.170	-0.278	0.989		1.589				0.927											14.894	2.141	0.523					Complex
1.000	14.591	BAA21512	SPE3	4.794	4.461	-4.346	14.591	1.045	12.056		1.163	-0.093	-0.142	-0.075			0.637	-0.175	0.604	0.198		0.252	-0.091		-0.675	0.208	0.145	13.354	-0.674	0.000			0.817	-0.566	Complex
1.000	22.769	OLA1	ENO1	8.624	8.966	-3.455	22.769	1.906	13.848	-0.278	4.009	-0.093	1.710	-0.075	-0.476		2.218	3.139	1.240	0.573	0.542	-0.303	-0.091		0.064	1.030		18.069	1.525	-0.016	0.470	-0.243	1.203		Complex
1.000	19.727	RPS3	TEF2	15.560	15.845	0.264	19.727	4.782	7.739	0.000	2.850	-0.093	2.155	0.075			2.218	4.801	2.086	-0.237	0.513	0.080			-0.032	1.170	0.000	14.004	2.556				1.589	2.663	Complex
1.000	20.114	KAR2	HSC82	18.206	19.878	4.771	20.114	5.135	8.657	-0.278	2.029	-0.093	2.310	-0.075		0.210	2.219	6.590	3.945	0.853	0.174	1.988			1.402	0.593		13.924	0.622	1.831			0.102		Complex
0.952	9.906	TEF1	KAP123	9.906	7.313	-0.957	8.601	2.356	5.972	0.602	0.799		0.443	-0.109			-0.157	1.515	-1.288	-0.932	0.203		0.164					8.962	0.107						PPI
0.997	12.822	BAA21512	ATP2	9.430	9.945	-0.686	12.822	1.298	8.556		2.029	-0.093	-0.142	0.000			1.173	3.156	2.711	-0.503	-0.051	0.295			2.449	1.166	0.145	7.940	-0.778	0.242			-0.280	0.095	Complex
1.000	20.670	VMA2	RPS3	10.889	9.682	-2.033	20.670	2.135	13.432	-0.278	4.009	0.089	0.169	-0.075			1.189	-0.043	2.766	-0.695	-0.524				-0.258	0.173	0.283	18.060	-0.069	0.242			1.704	-0.244	Complex
0.998	13.195	HSP60	TEF1	9.829	9.940	0.849	13.195	-0.136	8.500	0.000	2.850	-0.995	0.690	-0.075			2.361	3.337	3.022	1.694		0.187	1.069		-1.412	-0.295		9.162	1.550				0.622		Complex
1.000	18.373	ATP1	ACT1	12.800	14.272	-2.552	18.373	2.661	10.539	0.000	2.029	-0.093	0.528	0.000			2.709	3.027	1.201	0.084	-0.301	0.295	1.836		0.720	1.162	-0.206	12.560	1.476	0.523			0.481		Complex
1.000	21.700	RPS3	EFT1	17.959	21.700	0.576	21.330	8.523	4.455	0.675	3.899	-0.277	1.006	0.169			3.250	12.368	2.036	-1.331	1.302	2.824			0.919	4.531	0.206	9.633	7.285	1.638			2.705	-0.438	Metabolic
1.000	24.981	OLA1	HSP60	15.507	18.188	-0.298	24.981	4.718	12.421	-0.278	4.009	0.089	1.448	0.075			2.499	3.949	3.553	2.364		0.667	0.000		-0.051	2.313		17.612	4.194	0.242	-0.606	0.618	0.890		Complex
0.926	9.433	HSP82	SPE3	9.433	5.553	-1.678	2.687	4.906	1.373	-0.668	0.974		1.777	-0.109			1.181	4.896	2.625	3.969		0.666	-0.110		1.176	-1.240	0.000	0.630	-0.954	0.220	-0.473	-0.491	-0.386	-0.952	PPI
0.991	11.647	BNA5	TEF1	1.872	-0.812	-1.061	11.647	-1.171	12.072	-0.278	0.601		0.785	-0.075			-0.285	-0.161	-1.163	-1.212	0.214	0.102				0.350		13.185							Complex
1.000	17.778	GLN1	EFT1	4.264	5.615	-4.825	17.778	1.547	12.995	0.000	1.163	-0.093	0.683	-0.075			1.557	-0.533	1.541	-0.943	0.160	-0.185	-0.091		0.335	0.001	-0.206	14.822	0.635	0.958				-0.619	Complex
1.000	25.213	TEF1	SAH1	15.354	16.745	-1.265	25.213	4.287	13.797	0.000	4.009		0.833	-0.075			2.361	3.999	1.942	0.165	0.527	1.045	0.791		0.253	0.453	0.000	20.031	0.569				-0.278		Complex
0.999	13.744	HSC82	LEU2	2.461	3.664	-1.737	13.744	0.104	11.937	-0.278	1.298		0.683				0.000											13.115	-1.231	0.958	-0.029	-0.243			Complex
1.000	15.569	SSC1	RPP0	13.706	14.872	-3.814	15.569	2.848	6.201	0.000	2.029		1.925	-0.075			2.641	2.810	1.839	-0.687		-0.177	0.791		-0.124	0.890		8.289	2.380	2.262			1.984	-0.200	Complex
1.000	17.104	URA2	TUB2	5.116	4.374	1.586	17.104	0.790	13.469	-0.278	1.163	-0.093	0.852	-0.075			1.276	2.516	0.393	-0.601	0.481	-0.249	0.080		-0.172	0.039	-0.206	14.153	1.563	-0.201			-0.416		Complex
1.000	16.297	HSC82	EHD3	2.162	1.811	-4.616	16.297	0.816	12.053	-0.278	1.163	0.089	0.440	0.075			1.939	1.985	0.834	-0.557	-0.209	-0.303			-0.426	0.355		14.163	-0.570	-0.201			-0.129	-0.270	Complex
0.993	11.924	BNA5	VMA2	0.334	1.644	-3.537	11.924	0.406	12.072	-0.278	0.601		-0.366	-0.075			-0.435	-1.242	-0.115	-0.848	-0.495					-0.137		13.287							Complex
1.000	15.399	GLN1	KAP123	2.676	6.634	-2.140	15.399	1.822	12.017	0.680	0.556		0.683	-0.075			-0.285	-0.817	-0.993	0.226	0.196		-0.091				-0.206	15.452	-0.766	-0.201					Complex
1.000	18.824	GLN1	TEF4	5.423	5.397	-4.533	18.824	1.670	13.432	-0.278	1.163	-0.093	1.448	-0.075			1.557	-0.570	2.450	-0.767	-0.199				0.009	-0.330	0.000	16.165	0.559	0.523				-0.593	Complex
1.000	22.377	BAA21512	TUB1	11.365	11.910	-0.013	22.377	0.390	14.915		4.009	-0.093	0.469	-0.075			2.761	3.766	1.936	1.533	-0.196	0.246	1.836		0.397	0.189	0.086	16.200	2.238	0.242			0.228	0.174	Complex
1.000	24.078	BMH2	BAA09202	12.577	10.663	4.027	24.078	1.159	16.335		4.009	-0.093	0.469	-0.075			2.273	4.869	2.784	-0.633	0.701	0.080	0.962		2.687	0.368	-0.059	16.200	2.158	0.523			0.621	-0.399	Complex
1.000	18.284	GLN1	SAH1	6.078	6.125	-3.381	18.284	0.497	13.323	-0.278	2.331		0.855	0.000			1.557	-0.184	0.644	0.611	0.178	-0.105	0.187		-0.263	-0.161	0.474	16.054	1.908	-0.201					Complex
1.000	17.071	LEU2	HSP60	5.757	7.992	-0.368	17.071	3.561	11.937	-0.278	0.601		0.324				0.927											12.265	4.244	0.958	-0.029	-0.243			Complex
1.000	23.740	SSC1	HSP82	23.740	19.937	1.786	21.159	3.735	11.373	-0.273	2.607		3.704	-0.109		0.814	1.891	8.515	2.336	-0.368		0.883	-0.110		1.359	0.301		16.605	1.844	1.012	0.484	8.047	1.339	0.769	PPI
1.000	23.069	HSC82	HSP82	22.754	23.069	7.786	20.352	4.250	7.539	-0.764	3.899		4.564	-0.206		1.395	2.391	6.822	3.936	-0.055		0.557	1.412					14.061	3.468						Metabolic
1.000	27.047	HSP60	SAH1	15.170	19.079	-2.373	27.047	5.404	13.797	-0.278	4.009		1.399	0.075			2.641	7.085	6.266	1.734		0.429	0.882		0.554	1.736		17.092	2.450	0.084			-0.278		Complex
1.000	17.102	TUB2	HSP60	11.120	11.590	0.706	17.102	1.676	9.980	-0.278	2.331	-0.093	1.288	-0.075			2.273	4.048	2.455	0.426		-0.185	0.962		-0.384	0.549		11.353	1.164	0.523			1.238		Complex
1.000	26.489	EFT2	TEF2	26.489	26.072	3.665	22.357	7.057	9.063	0.602	3.906		2.759	0.000		0.814	2.288	6.310	1.768	-0.942	-0.297	1.171	-0.110		1.453	1.927	-0.281	19.176	5.591				3.103	0.250	PPI
1.000	24.572	ATP1	KRS1	13.376	15.298	-2.700	24.572	5.085	13.848	-0.278	2.850	0.089	0.683	0.075			2.219	6.377	3.150	2.730	0.160	0.295			0.736	1.260	-0.206	17.867	-0.735	0.242	0.825	0.618	-0.416		Complex
1.000	17.227	HSC82	GLN1	5.119	5.457	-2.637	17.227	-0.916	12.764	-0.278	2.029	-0.093	2.674	-0.075			1.122	-0.105	1.573	-0.413	0.147	-0.105	0.000		-0.602	-0.452	-0.206	15.841	0.109	-0.016	0.039	-0.243		-1.133	Complex
1.000	19.152	HSC82	OLA1	11.479	13.361	2.820	19.152	2.980	7.989	-0.278	4.009	-0.093	2.401	-0.075			2.219	3.380	3.180	1.103	-0.160	0.523	-0.091		0.864	0.539		14.883	1.934	0.242	-0.317	0.208	0.562		Complex
1.000	18.791	HSP60	KAP123	8.858	9.272	-1.078	18.791	2.001	13.473	0.293	1.163		1.464	-0.075			0.473	2.979	0.926	1.280			-0.091					14.558	0.817	0.084					Complex
1.000	21.052	OLA1	PRP43	9.285	10.679	-2.714	21.052	3.032	13.723	-0.278	2.331	-0.093	0.779	-0.075		-0.305	1.939	4.140	2.982	1.355	1.125	-0.303	0.000		1.419	0.579		17.203	1.968	-0.201		0.208	1.317		Complex
1.000	19.709	HSC82	ENO1	19.436	19.709	-0.392	16.680	4.801	4.570	0.385	2.651	-0.083	4.727	-0.206			2.864	6.491	0.718	-1.511	-0.522	-0.363	1.965		-0.755	4.045	-0.346	10.756	-1.783	-0.071	-0.432	0.347	1.353	-1.019	Metabolic
1.000	16.182	GLN1	LEU1	4.269	6.624	2.702	16.182	0.962	12.489	-0.278	0.141		1.940				0.927											15.008	0.269	-0.016	0.825	0.208		-0.619	Complex
1.000	19.662	BAA09202	CDC48	10.745	10.891	-1.543	19.662	-0.883	14.485		4.009	-0.093	-0.142	-0.075			2.361	3.014	1.872	-0.795	0.513		0.962		-0.021	0.125	-0.206	16.200	1.536	0.242			-0.157		Complex
1.000	16.597	CDC48	TIF1	11.586	10.530	1.887	16.597	2.142	8.098	0.680	2.331	-0.093	1.495	-0.075		-0.305	2.324	4.319	2.999	1.083	-0.371		0.080		-0.256	0.979	0.757	10.828	1.205	-0.201			-0.119		Complex
0.993	11.926	GLN1	TIF1	5.445	6.281	-1.189	11.926	0.611	7.982	-0.278	1.163	-0.093	1.448	-0.075			1.168	-0.931	1.688	0.483	0.499	0.172	-0.091		-0.607	-0.317	0.000	7.998	1.986	0.523	0.470			-0.619	Complex
1.000	19.693	BAA09202	TIF1	8.224	4.075	-2.137	19.693	0.674	14.447		2.331	-0.093	0.469	-0.075			1.939	4.011	2.046	-0.532	0.251	-0.109	0.080		-0.318	0.586	0.000	14.522	1.468	-0.201			-0.305	-0.399	Complex
1.000	26.902	RPS3	TEF4	17.894	21.188	-3.297	26.902	6.088	14.368	0.680	1.163	0.089	1.940	0.075			2.499	7.985	4.861	2.279	0.665				0.913	1.646	0.474	19.331	3.431	0.242			1.037	3.169	Complex
0.970	10.368	HSP60	VMA2	10.368	6.618	-0.842	10.033	1.767	5.090	-0.668	2.607		0.510	0.000			1.062	2.149	1.585	0.616			-0.551		0.830	0.813		4.985	-0.459	0.510			1.706		PPI
1.000	19.108	ATP1	VMA2	8.704	8.545	-1.308	19.108	0.386	14.308	0.680	2.029	-0.093	-0.038	-0.075		0.621	1.290	3.100	1.828	0.935	-0.710		0.000		-0.112	-0.002	-0.206	15.482	-0.364	-0.016			-0.564		Complex
1.000	17.569	LEU2	ENO1	7.301	8.784	1.502	17.569	1.467	11.937	0.000	1.298		1.940				0.927											15.972	2.230	0.242	-0.674	0.208			Complex
1.000	18.891	BMH1	SPE3	10.598	10.107	-3.086	18.891	2.932	12.056	-0.278	1.163	0.089	0.886	0.000			2.043	2.752	2.453	1.761		0.713	-0.091		0.723	-0.233	0.000	15.648	-0.511	0.258			0.102	-0.619	Complex
1.000	26.765	HSP60	KRS1	16.831	15.960	-4.867	26.765	5.882	13.601	-0.278	4.009	-0.093	1.220	-0.075			2.499	4.163	5.374	1.988		0.285			-0.326	0.183		17.666	5.095	0.523	-0.606	2.147	0.555		Complex
1.000	22.327	TUB2	ENO1	12.285	13.305	-0.321	22.327	1.490	14.017	-0.278	2.850	-0.093	2.191	-0.075			2.225	4.294	1.435	-0.780	-0.249	-0.303	1.069		0.415	-0.132	0.145	17.172	1.539	-0.201			0.210	-0.227	Complex
1.000	18.520	HSC82	ATP2	18.520	14.832	0.824	16.129	3.370	9.635	-0.668	2.607		1.908	-0.109			1.778	7.168	5.457	0.562	-0.290	0.637			3.503	1.460	-0.016	9.704	1.323	-0.172	0.484	1.639	0.345	-0.514	PPI
1.000	20.894	TUB2	OLA1	8.765	8.944	-2.473	20.894	2.229	13.796	-0.278	2.850	-0.093	0.247	-0.075			2.218	3.873	1.492	-0.560	0.188	-0.114	-0.091		0.913	0.184		16.645	0.914	0.242			-0.427		Complex
1.000	17.103	LEU2	OLA1	6.021	8.455	-1.200	17.103	2.190	11.937	0.000	0.601		1.448				0.927											15.614	2.235	0.242	-0.674	-0.243			Complex
1.000	18.499	GLN1	TEF1	6.417	3.333	-2.716	18.499	-0.756	14.389	0.000	2.029	-0.093	1.448	-0.075			1.557	-0.419	2.984	-0.832	0.138	-0.203	0.000		0.042	-0.458	0.000	15.634	2.694					-0.593	Complex
0.996	12.434	EFT2	EFT1	11.029	12.434	0.817	7.217	7.338	-0.058	2.105			0.134			1.395	1.521						-0.380					10.809	2.644					-1.445	Metabolic
1.000	18.168	RPP0	HSP82	15.911	17.239	1.943	18.168	2.695	8.657	-0.278	2.331		2.337	-0.075			2.501	6.811	4.515	1.313	-0.233	1.508	0.962		0.261	0.606	0.000	8.819	0.158	-0.201			1.388	1.713	Complex
1.000	23.119	HSC82	HSP60	21.784	23.119	4.455	21.418	7.438	5.399	-0.764	2.651	-0.251	5.553	0.169			2.924	12.770	6.447	2.828		0.619	2.952		-1.147	-1.601		13.817	1.275	1.638	2.319	2.777	0.305		Metabolic
0.975	10.583	BAA09202	ARO8	0.913	1.913	-1.657	10.583	-1.275	12.179		0.601		-0.142	-0.075			-0.704	-1.430	-0.547	-1.195	-0.633	0.120					-0.206	12.791		0.242					Complex
0.997	12.752	SNU23	KAR2	0.220	2.089	-2.983	12.752	0.494	12.058	-0.278	0.556	-0.093	-0.269	-0.075			0.359	-0.309	-0.861	0.064	-0.080	-0.303			-0.016			11.384	0.369	-0.201			-0.288		Complex
1.000	19.131	HSC82	CDC48	16.767	15.797	0.534	19.131	3.744	9.014	0.000	2.850	0.089	1.007	-0.075			2.501	4.657	3.477	2.409	0.447		0.962		0.511	1.033	0.474	11.771	2.407	1.831			-0.365		Complex
1.000	17.515	GLN1	KRS1	4.749	5.037	-5.058	17.515	0.017	12.806	-0.278	2.029	0.089	1.220	0.075			1.557	-0.223	0.704	0.580	-0.341	0.246			-0.381	-0.337	-0.206	15.803	0.143	0.242	0.825	0.208		-0.593	Complex
0.999	14.295	GLN1	VMA2	3.710	0.855	-2.227	14.295	0.143	12.882	-0.278	1.163	-0.093	0.247	-0.075			0.306	-0.496	0.913	-0.557	-0.404		0.000		-0.051	-0.182	-0.206	13.986	-0.904	0.242				0.179	Complex
0.813	8.380	CDC48	UFE1	8.380	5.573	1.163	5.091	0.368	7.080	0.602	0.777		-0.446															8.380							PPI
1.000	21.462	ENO1	HSP60	12.802	10.017	-1.110	21.462	0.613	14.630	-0.278	2.850	-0.444	1.806	-0.075			2.361	3.624	2.497	0.006		-0.249	1.069		0.035	0.495		16.570	1.850	0.242	0.039	1.695	0.622		Complex
0.933	9.534	HIS4	TEF2	9.171	7.134	-0.532	9.534	1.244	4.402	-0.278	1.298		1.940				0.927											7.201	1.431					1.014	Complex
1.000	15.661	SNU23	HSC82	4.945	6.068	-0.564	15.661	2.701	12.058	-0.278	1.163	-0.093	-0.173	-0.075			0.359	1.128	-0.973	0.810	0.107	-0.109	-0.206		0.063			12.064	2.852	-0.201			-0.393	-0.443	Complex
1.000	22.122	VMA2	ATP2	11.923	14.923	-2.697	22.122	3.125	14.308	0.680	2.331	-0.093	0.221	-0.075		0.621	1.004	3.587	2.056	-0.066	-0.160				-0.112	1.380		16.147	-0.441	-0.016				2.583	Complex
1.000	17.170	BAA21512	TEF2	17.170	14.273	5.160	15.729	0.757	9.302		3.906		1.057	-0.109			2.257	6.130	1.777	0.874	-0.297	0.368	0.710		0.471	-0.676	-0.281	10.986	0.937				0.421	-0.604	PPI
1.000	22.260	HSC82	TUB2	12.450	10.399	2.326	22.260	0.352	15.560	-0.672	4.009	-0.093	0.958	-0.075			2.220	5.293	3.133	1.592	0.124	-0.185	0.791		-0.428	-0.014	0.086	15.963	0.677	0.523			-0.129	-0.292	Complex
1.000	16.166	BAA09202	HSP82	12.753	11.073	2.441	16.166	0.354	9.280		4.009	-0.093	0.469	-0.075			2.220	5.293	3.133	1.592	0.124	-0.185	0.791		-0.428	-0.014	0.086	9.920	0.677	0.523			-0.129	-0.292	Complex
0.930	9.498	URA2	BAA21512	2.517	2.179	0.701	9.498	0.775	7.190		1.163	-0.093	-0.142	-0.075			0.681	1.292	0.155	0.018	0.060	-0.303	-0.091		-0.631	-0.243	0.145	7.074	-0.044	-0.201			0.832		Complex
1.000	23.498	HSC82	TUB1	14.708	14.730	0.008	23.498	1.714	15.345	-0.278	4.009	-0.093	0.755	-0.075			2.121	4.610	1.326	3.895	-0.371	-0.303	0.962		-0.454	-0.372	0.086	15.680	0.387	0.242			-0.305	0.095	Complex
1.000	14.882	EHD3	BAA21512	5.160	3.633	-4.670	14.882	-0.746	13.456		1.364	-0.093	-0.142	-0.075			1.118	0.235	0.001	-0.778	-0.276	-0.185			-0.250	0.213		13.555	1.431	0.084			-0.596	-0.270	Complex
0.988	11.299	HSC82	ARO8	0.981	-0.880	-2.794	11.299	-1.161	11.939	-0.278	0.601		0.977	-0.075			-0.704	-1.284	-0.733	-0.486	-0.739	-0.185					-0.206	12.951		0.242	-0.317	-0.243			Complex
0.996	12.475	SNU23	KRS1	4.832	7.863	-1.093	12.475	3.691	7.625	-0.278	1.134	-0.093	-0.038	0.075			0.359	-0.024	-0.268	1.697	-0.259	0.120			0.402			8.366	2.056	-0.201			0.555	0.520	Complex
0.998	13.023	SNU23	VMA2	2.258	0.432	-3.953	13.023	1.256	12.058	-0.278	1.163	-0.093	-0.723	-0.075			-0.285	0.081	-0.870	-0.683	-0.348		0.000		-0.553			12.408	-0.822	-0.201			1.317	0.627	Complex
1.000	23.535	TIF2	PRP43	14.792	13.223	-4.191	23.535	4.670	13.588	0.000	2.029	-0.093	0.855	-0.075		0.621	1.939	4.401	2.504	1.827	1.125	1.894	0.187		0.424	1.120	0.757	18.963	1.135	0.242			1.863	0.556	Complex
1.000	16.154	BAA09202	SPE3	7.579	6.893	-1.913	16.154	1.412	12.056		1.163	-0.093	0.469	-0.075			1.222	1.764	0.900	-0.035		-0.249	-0.091		0.163	-0.382	0.000	13.354	0.402	0.000			0.887	-0.491	Complex
1.000	22.713	ATP1	TEF1	14.885	13.803	-4.160	22.713	2.574	15.045	0.293	2.331	-0.093	-0.173	-0.075			2.811	2.889	2.962	-0.402	0.063	0.107	1.943		0.354	0.769	0.283	16.667	2.516				-0.284		Complex
1.000	20.469	VMA2	TUB1	8.971	6.695	-1.113	20.469	1.845	14.290	-0.278	4.009	-0.444	0.585	-0.075			0.536	2.063	1.413	1.348	-0.473		-0.091		-0.709	0.053	-0.206	18.723	0.203	0.242			-0.129	-0.209	Complex
1.000	24.820	OLA1	EFT2	13.666	14.944	-3.737	24.820	3.808	13.796	0.000	2.850	-0.093	1.073	0.887			2.499	5.143	2.061	-0.942	-0.060	0.102	-0.091		0.602	0.801		18.906	3.360	0.242			1.870		Complex
0.998	13.362	ATP1	LEU2	1.397	3.489	-1.561	13.362	0.779	11.937	-0.278	0.601		0.324															13.126	-0.766	-0.016	-0.317	0.618			Complex
1.000	21.080	PRP43	SAH1	12.664	11.902	-1.808	21.080	3.971	13.796	-0.278	2.029		-0.301	-0.075			1.939	4.733	2.881	1.275	-0.097	0.795	-0.091		1.064	1.265	-0.206	17.316	-0.769	0.523			-0.583		Complex
1.000	15.236	OLA1	TEF4	15.236	13.594	-1.581	14.101	4.523	7.257	-0.668	0.974		0.863	0.000		0.000	2.288	2.229	2.300	-0.242	0.412				1.872	1.020		12.049	3.318	0.141			1.876		PPI
0.939	9.649	KRS1	SPE3	8.022	9.649	-0.947	4.611	5.975	-0.447	-0.764	1.180	0.175	2.207	0.000			1.322	3.235	3.787	4.047		2.483			0.633	-1.543	0.663	6.174	0.086	0.670	1.072	0.516	0.855	-0.622	Metabolic
1.000	15.058	LEU2	ACT1	3.488	4.662	0.621	15.058	1.303	12.170	-0.278	0.989		0.528				0.346											14.776	-0.007	0.242					Complex
1.000	16.245	BMH2	SSC1	9.980	10.973	0.044	16.245	2.024	9.585	0.000	2.331	-0.093	-0.169	-0.075			2.641	4.284	2.291	-0.567		-0.109	0.791		-0.562	0.595		11.235	0.126	0.958			-0.365	-0.270	Complex
0.998	13.121	KAR2	TEF1	13.121	10.025	1.847	11.341	1.366	7.149	-0.273	1.503		1.373	0.000			2.003	6.399	1.399	-0.925	-0.436	-0.220			-0.369	0.058		6.715	-0.168				0.987		PPI
1.000	17.780	LEU2	TEF4	9.202	11.943	-0.555	17.780	2.262	12.170	-0.278	0.989		1.710				0.927											14.004	2.735	0.958					Complex
0.999	13.632	SNU23	TEF1	2.078	4.050	-1.996	13.632	0.799	12.063	0.000	1.134	-0.093	-0.556	-0.075			0.359	0.031	-0.883	-0.771	-0.162	-0.109	0.000		-0.715			12.181	0.136				1.195	-0.476	Complex
1.000	22.445	HSC82	BAA09202	12.753	11.073	2.043	22.445	0.354	15.560		4.009	-0.093	0.469	-0.075			2.220	5.293	3.133	1.592	0.124	-0.185	0.791		-0.428	-0.014	0.086	16.200	0.677	0.523			-0.129	-0.292	Complex
1.000	15.583	VMA2	EFT1	9.993	12.415	0.988	15.583	3.302	7.751	-0.278	4.009	-0.093	-0.373	0.075			1.189	1.905	2.396	-0.640	-0.657		-0.091		0.700	0.266	0.000	12.419	-0.205	-0.016			1.715	-0.244	Complex
1.000	21.021	PRP43	KAP123	9.934	11.468	-2.775	21.021	5.093	13.265	0.000	0.556		1.710	-0.075			0.473	3.114	-1.031	2.188	0.870		0.080				0.000	19.131	1.172	0.958					Complex
1.000	19.834	GLN1	RPP0	7.412	10.332	-6.132	19.834	1.361	13.432	-0.278	1.163		2.674	-0.075			1.557	-0.500	2.336	0.392	0.202	-0.185	0.000		-0.335	-0.161	0.000	15.951	0.139	0.958				-0.593	Complex
0.982	10.929	BAA09202	BNA5	1.029	0.480	-3.076	10.929	-1.241	12.072		0.601		-0.142	-0.075			-0.285	-1.032	-1.006	-1.173	-0.322	-0.185				-0.125		12.791							Complex
0.998	13.356	DPB4	TUB2	2.631	2.702	-1.142	13.356	1.244	12.065	0.000	0.275		0.162	-0.075			-0.314	0.982			0.486						-0.206	12.085		-0.201					Complex
0.998	13.211	VMA2	TEF2	9.856	7.924	1.141	13.211	1.373	7.154	-0.278	4.009	-0.093	0.585	-0.075			0.536	-0.562	2.245	-0.697	-0.725		-0.091		0.344	0.024	0.474	11.155	-0.884				1.217	-0.244	Complex
1.000	22.252	HSP82	SAH1	11.510	13.517	1.194	22.252	2.142	13.797	0.000	2.850		1.169	0.075			2.219	5.607	3.267	0.307	-0.529	-0.105	-0.091		1.272	0.775	-0.206	15.359	-0.679	-0.201			-0.322		Complex
1.000	19.505	KRS1	VMA2	8.322	8.893	-3.397	19.505	2.520	13.480	-0.278	2.850	0.089	-0.269	-0.075			1.189	1.566	1.385	0.088	-0.683				0.478	0.427	0.757	17.021	-0.653	-0.016			0.622	-0.244	Complex
1.000	24.329	RPP0	TUB1	13.094	12.483	-2.436	24.329	1.913	14.368	-0.278	4.009		1.668	0.075			2.575	3.189	2.868	1.345	0.241	0.120	1.836		-0.218	-0.136	0.474	18.461	1.462	0.523			-0.129	-0.270	Complex
1.000	17.674	RPP0	OLA1	12.911	17.674	-1.618	17.543	8.244	2.631	-0.764	2.401	0.052	2.449	0.169			2.492	5.218	1.988	0.431	0.238	0.323	-0.309		2.132	2.360		10.655	4.360	0.599			3.233		Metabolic
1.000	18.152	HSP82	KAP123	7.513	5.925	-1.465	18.152	1.654	13.473	0.000	1.163		1.464	-0.075			0.473	2.781	0.085	2.003	-0.102		-0.091				0.145	13.697	-0.765	0.084					Complex
0.998	12.900	TIF2	ARO8	2.888	2.558	-1.764	12.900	0.752	11.963	0.000	0.601		0.364	-0.075			-0.704	-1.581	-0.915	-0.358	-0.351	0.022					0.000	14.513		-0.201	-0.606				Complex
0.993	11.905	URA2	HIS4	11.905	9.719	1.568	10.765	2.917	6.764	-0.668	0.456		1.531				0.906											7.307	3.693	3.945					PPI
1.000	15.196	SSC1	ARO8	4.048	2.690	-2.295	15.196	0.894	12.872	0.000	1.233		0.977	-0.075			-0.704	-1.238	0.544	0.290		0.022						15.020		-0.016	-0.606	0.968			Complex
1.000	15.522	KAR2	LEU1	4.022	4.423	1.790	15.522	1.346	12.179	-0.278	0.275		1.073				0.927											14.700	0.102	-0.201					Complex
1.000	21.107	BMH1	SAH1	9.264	10.710	-2.201	21.107	2.447	13.797	-0.278	2.331		0.169	0.000			2.641	4.389	2.383	1.581	-0.266	-0.185	0.676		0.710	1.273	-0.206	14.790	0.324	-0.201			0.621		Complex
1.000	23.956	KRS1	TIF1	12.222	13.127	-3.063	23.956	4.388	13.855	0.000	2.331	0.089	0.683	0.075		0.210	2.324	4.409	3.125	1.271	-0.365	0.557			0.020	0.596	0.474	18.920	2.222	-0.201	0.470		1.263	1.695	Complex
1.000	15.637	LEU2	EFT1	3.654	6.724	-0.384	15.637	1.541	12.170	0.000	1.268		-0.269				0.927											12.586	2.534	-0.016					Complex
1.000	25.078	RPP0	ATP2	13.804	16.086	-6.123	25.078	4.777	14.367	-0.278	2.029		2.155	-0.075			2.104	6.818	4.760	2.561	-0.386	1.320			-0.225	1.622	0.145	16.460	0.468	0.242			-0.271	2.684	Complex
1.000	15.388	LEU2	TEF2	4.628	7.233	0.714	15.388	-0.674	12.175	-0.278	1.298		1.940				0.927											14.353	1.237						Complex
1.000	16.567	URA2	KAP123	16.567	10.312	-3.191	14.023	5.449	8.452	0.602	0.677		0.443	0.000			0.944	1.487	0.543	2.264	2.439		0.850					11.160	3.248	6.492					PPI
1.000	23.813	OLA1	EFT1	12.645	13.640	-2.900	23.813	4.047	13.796	0.000	2.850	-0.093	-0.173	0.887			2.499	5.143	2.061	-0.942	-0.060	0.102	-0.091		0.602	0.801		17.830	3.360	0.242			1.870		Complex
0.999	13.597	ARO8	TIF1	3.913	2.800	-2.598	13.597	1.457	11.963	0.000	0.601		0.355	-0.075	0.000		-0.704	-1.581	-0.915	-0.358	-0.351	0.022					0.000	15.124		-0.201	-0.606				Complex
0.993	11.821	URA2	MSS4	-1.022	-1.679	1.613	11.821	0.609	12.014	-0.278	-0.229	-0.093	-0.238	-0.075			0.112	-0.737	-0.401	0.020	0.274		-0.091		-0.483		0.283	11.799	-0.621	-0.016			0.496		Complex
0.947	9.799	ALG2	ALG11	9.799	9.642	4.106	4.812	2.931	4.998	2.450	1.448		-0.672	0.000		-0.612	-0.744	-1.282	0.154	-1.096	0.564	0.256	-0.097		1.793	0.216	-0.281	10.016	-0.457	-0.172					PPI
