yourlist:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	isomap:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	Entry	Entry name		Protein names	Gene names	Organism	Length
CYCS		C9JFR7	C9JFR7_HUMAN	unreviewed	Cytochrome c (Fragment)	CYCS	Homo sapiens (Human)	101
CYCS		G4XXL9	G4XXL9_HUMAN	unreviewed	Cytochrome c (Cytochrome c, somatic, isoform CRA_a)	CYCS hCG_2009955	Homo sapiens (Human)	105
CYCS		P99999	CYC_HUMAN	reviewed	Cytochrome c	CYCS CYC	Homo sapiens (Human)	105
DECR1		A0A024R9D7	A0A024R9D7_HUMAN	unreviewed	2,4-dienoyl CoA reductase 1, mitochondrial, isoform CRA_b	DECR1 hCG_33062	Homo sapiens (Human)	335
DECR1		E5RFV2	E5RFV2_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	205
DECR1		E5RGS6	E5RGS6_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	Homo sapiens (Human)	41
DECR1		E5RHR1	E5RHR1_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	Homo sapiens (Human)	48
DECR1		E5RID6	E5RID6_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	Homo sapiens (Human)	95
DECR1		E5RJD2	E5RJD2_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	151
DECR1		E5RJG7	E5RJG7_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	181
DECR1		H0YAW3	H0YAW3_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	43
DECR1		Q16698	DECR_HUMAN	reviewed	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	DECR1 DECR SDR18C1	Homo sapiens (Human)	335
DLAT		A0A024R3D8	A0A024R3D8_HUMAN	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	DLAT hCG_39465	Homo sapiens (Human)	647
DLAT		E9PEJ4	E9PEJ4_HUMAN	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	DLAT	Homo sapiens (Human)	542
DLAT		E9PKC7	E9PKC7_HUMAN	unreviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	DLAT	Homo sapiens (Human)	65
DLAT		H0YDD4	H0YDD4_HUMAN	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Fragment)	DLAT	Homo sapiens (Human)	479
DLAT		P10515	ODP2_HUMAN	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	DLAT DLTA	Homo sapiens (Human)	647
DLAT		Q86YI5	Q86YI5_HUMAN	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	DLAT	Homo sapiens (Human)	647
DLD		A0A024R713	A0A024R713_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	DLD hCG_17110	Homo sapiens (Human)	509
DLD		E9PEX6	E9PEX6_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	DLD	Homo sapiens (Human)	486
DLD		F2Z2E3	F2Z2E3_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	Homo sapiens (Human)	115
DLD		F8WDM5	F8WDM5_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	Homo sapiens (Human)	114
DLD		F8WDY5	F8WDY5_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	Homo sapiens (Human)	58
DLD		P09622	DLDH_HUMAN	reviewed	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)	DLD GCSL LAD PHE3	Homo sapiens (Human)	509
DLST		A0A024R6C9	A0A024R6C9_HUMAN	unreviewed	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex), isoform CRA_a	DLST hCG_22359	Homo sapiens (Human)	453
DLST		B7ZAZ8	B7ZAZ8_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (cDNA, FLJ79362, moderately similar to Dihydrolipoyllysine-residue succinyltransferase component of 2- oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61))	DLST	Homo sapiens (Human)	67
DLST		G3V3F0	G3V3F0_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	104
DLST		G3V498	G3V498_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	37
DLST		G3V5L9	G3V5L9_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	110
DLST		G3V5M3	G3V5M3_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	83
DLST		H0YJF9	H0YJF9_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (Fragment)	DLST	Homo sapiens (Human)	74
DLST		P36957	ODO2_HUMAN	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	DLST DLTS	Homo sapiens (Human)	453
DLST		Q6IBS5	Q6IBS5_HUMAN	unreviewed	DLST protein	DLST	Homo sapiens (Human)	453
DLST		Q86SW4	Q86SW4_HUMAN	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment)	DLST	Homo sapiens (Human)	279
DLST		Q86TQ8	Q86TQ8_HUMAN	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment)	DLST hCG_22359	Homo sapiens (Human)	307
DLST		Q86TW7	Q86TW7_HUMAN	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment)	DLST hCG_22359	Homo sapiens (Human)	251
ECH1		M0QXS7	M0QXS7_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	36
ECH1		M0QZF6	M0QZF6_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	69
ECH1		M0QZW4	M0QZW4_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	181
ECH1		M0QZX8	M0QZX8_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	ECH1	Homo sapiens (Human)	37
ECH1		M0R1A2	M0R1A2_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	55
ECH1		M0R248	M0R248_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	267
ECH1		M0R280	M0R280_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	17
ECH1		Q13011	ECH1_HUMAN	reviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)	ECH1	Homo sapiens (Human)	328
ECHS1		P30084	ECHM_HUMAN	reviewed	Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)	ECHS1	Homo sapiens (Human)	290
ECI1		H3BS70	H3BS70_HUMAN	unreviewed	Enoyl-CoA delta isomerase 1, mitochondrial (Fragment)	ECI1	Homo sapiens (Human)	224
ECI1		P42126	ECI1_HUMAN	reviewed	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	ECI1 DCI	Homo sapiens (Human)	302
ECI1		Q96DC0	Q96DC0_HUMAN	unreviewed	DCI protein (Dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase), isoform CRA_a) (Enoyl-CoA delta isomerase 1, mitochondrial)	DCI ECI1 hCG_41028	Homo sapiens (Human)	243
ETFA		A0A0S2Z3L0	A0A0S2Z3L0_HUMAN	unreviewed	Electron-transfer-flavoprotein alpha polypeptide isoform 1 (Fragment)	ETFA	Homo sapiens (Human)	333
ETFA		A0A0S2Z3M4	A0A0S2Z3M4_HUMAN	unreviewed	Electron-transfer-flavoprotein alpha polypeptide isoform 3 (Fragment)	ETFA	Homo sapiens (Human)	310
ETFA		H0YK49	H0YK49_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	Homo sapiens (Human)	229
ETFA		H0YKF0	H0YKF0_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment)	ETFA	Homo sapiens (Human)	289
ETFA		H0YL12	H0YL12_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment)	ETFA	Homo sapiens (Human)	239
ETFA		H0YL83	H0YL83_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	Homo sapiens (Human)	73
ETFA		H0YLU7	H0YLU7_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment)	ETFA	Homo sapiens (Human)	303
ETFA		H0YM12	H0YM12_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	Homo sapiens (Human)	39
ETFA		H0YMU8	H0YMU8_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Electron-transfer-flavoprotein alpha polypeptide isoform 2)	ETFA	Homo sapiens (Human)	45
ETFA		H0YNX6	H0YNX6_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment)	ETFA	Homo sapiens (Human)	254
ETFA		H3BV91	H3BV91_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment)	ETFA	Homo sapiens (Human)	46
ETFA		J3KN60	J3KN60_HUMAN	unreviewed	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	Homo sapiens (Human)	64
ETFA		P13804	ETFA_HUMAN	reviewed	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)	ETFA	Homo sapiens (Human)	333
ETFB		M0QY67	M0QY67_HUMAN	unreviewed	Electron transfer flavoprotein subunit beta (Fragment)	ETFB	Homo sapiens (Human)	178
ETFB		P38117	ETFB_HUMAN	reviewed	Electron transfer flavoprotein subunit beta (Beta-ETF)	ETFB FP585	Homo sapiens (Human)	255
ETFDH		A7UNU5	A7UNU5_HUMAN	unreviewed	Mutant electron-transferring flavoprotein dehydrogenase	ETFDH	Homo sapiens (Human)	617
ETFDH		A7UNU6	A7UNU6_HUMAN	unreviewed	Mutant electron-transferring flavoprotein dehydrogenase	ETFDH	Homo sapiens (Human)	26
ETFDH		D6RAD5	D6RAD5_HUMAN	unreviewed	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (Fragment)	ETFDH	Homo sapiens (Human)	164
ETFDH		D6RJF8	D6RJF8_HUMAN	unreviewed	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (Fragment)	ETFDH	Homo sapiens (Human)	38
ETFDH		Q16134	ETFD_HUMAN	reviewed	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)	ETFDH	Homo sapiens (Human)	617
ETFDH		Q547S8	Q547S8_HUMAN	unreviewed	Electron transfer flavoprotein ubiquinone oxidoreductase (Electron-transferring-flavoprotein dehydrogenase) (cDNA, FLJ95677, Homo sapiens electron-transferring-flavoprotein dehydrogenase(ETFDH), nuclear gene encoding mitochondrial protein, mRNA)	ETFDH hCG_1811923	Homo sapiens (Human)	617
FDX1		P10109	ADX_HUMAN	reviewed	Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)	FDX1 ADX	Homo sapiens (Human)	184
FH		A0A0S2Z3S9	A0A0S2Z3S9_HUMAN	unreviewed	Fumarate hydratase isoform 2	FH	Homo sapiens (Human)	129
FH		A0A0S2Z3W2	A0A0S2Z3W2_HUMAN	unreviewed	Fumarate hydratase isoform 6 (Fragment)	FH	Homo sapiens (Human)	155
FH		A0A0S2Z3X6	A0A0S2Z3X6_HUMAN	unreviewed	Fumarate hydratase isoform 4	FH	Homo sapiens (Human)	162
FH		A0A0S2Z408	A0A0S2Z408_HUMAN	unreviewed	Fumarate hydratase isoform 7 (Fragment)	FH	Homo sapiens (Human)	137
FH		A0A0S2Z4C3	A0A0S2Z4C3_HUMAN	unreviewed	Fumarate hydratase isoform 1 (Fragment)	FH	Homo sapiens (Human)	510
FH		A0A0S2Z4H0	A0A0S2Z4H0_HUMAN	unreviewed	Fumarate hydratase isoform 5 (Fragment)	FH	Homo sapiens (Human)	165
FH		P07954	FUMH_HUMAN	reviewed	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	FH	Homo sapiens (Human)	510
FH		Q7Z6G0	Q7Z6G0_HUMAN	unreviewed	Fumarate hydratase (Fragment)	FH	Homo sapiens (Human)	8
FXN		A0A0S2Z3G4	A0A0S2Z3G4_HUMAN	unreviewed	Frataxin isoform 1 (Frataxin, isoform CRA_a) (Fragment)	FXN hCG_2042989	Homo sapiens (Human)	210
FXN		A0A0S2Z3Q8	A0A0S2Z3Q8_HUMAN	unreviewed	Frataxin isoform 3	FXN	Homo sapiens (Human)	91
FXN		C9JAX1	C9JAX1_HUMAN	unreviewed	Frataxin, mitochondrial	FXN	Homo sapiens (Human)	135
FXN		H7C585	H7C585_HUMAN	unreviewed	Frataxin, mitochondrial (Fragment)	FXN	Homo sapiens (Human)	108
FXN		Q16595	FRDA_HUMAN	reviewed	Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]	FXN FRDA X25	Homo sapiens (Human)	210
GLUD1		E9KL48	E9KL48_HUMAN	unreviewed	Epididymis tissue sperm binding protein Li 18mP (Glutamate dehydrogenase 1, isoform CRA_d)	GLUD1 hCG_1993805	Homo sapiens (Human)	558
GLUD1		P00367	DHE3_HUMAN	reviewed	Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)	GLUD1 GLUD	Homo sapiens (Human)	558
GLUD1		Q14400	Q14400_HUMAN	unreviewed	GLUD1 protein (Fragment)	GLUD1	Homo sapiens (Human)	258
GLUD1		Q9UQV0	Q9UQV0_HUMAN	unreviewed	Glutamate dehydrogenase (NAD(P)+) (EC 1.4.1.3) (Fragment)	GLUD1	Homo sapiens (Human)	39
GOT2		A0A024R6W0	A0A024R6W0_HUMAN	unreviewed	Aspartate aminotransferase (EC 2.6.1.1)	GOT2 hCG_15092	Homo sapiens (Human)	430
GOT2		H3BRE7	H3BRE7_HUMAN	unreviewed	Aspartate aminotransferase, mitochondrial	GOT2	Homo sapiens (Human)	59
GOT2		P00505	AATM_HUMAN	reviewed	Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)	GOT2	Homo sapiens (Human)	430
GPI		A0A0A0MTS2	A0A0A0MTS2_HUMAN	unreviewed	Glucose-6-phosphate isomerase (EC 5.3.1.9) (Fragment)	GPI	Homo sapiens (Human)	573
GPI		A0A0G2JLI6	A0A0G2JLI6_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	10
GPI		A0A0J9YX90	A0A0J9YX90_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	279
GPI		A0A0J9YXP8	A0A0J9YXP8_HUMAN	unreviewed	Glucose-6-phosphate isomerase (EC 5.3.1.9) (Fragment)	GPI	Homo sapiens (Human)	268
GPI		A0A0J9YYH3	A0A0J9YYH3_HUMAN	unreviewed	Glucose-6-phosphate isomerase (EC 5.3.1.9) (Fragment)	GPI	Homo sapiens (Human)	283
GPI		K7EIL4	K7EIL4_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	110
GPI		K7ELR7	K7ELR7_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	146
GPI		K7ENA0	K7ENA0_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	162
GPI		K7EP41	K7EP41_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	159
GPI		K7EPY4	K7EPY4_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	166
GPI		K7EQ48	K7EQ48_HUMAN	unreviewed	Glucose-6-phosphate isomerase (EC 5.3.1.9)	GPI	Homo sapiens (Human)	474
GPI		K7ERC6	K7ERC6_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	161
GPI		K7ERK8	K7ERK8_HUMAN	unreviewed	Glucose-6-phosphate isomerase (Fragment)	GPI	Homo sapiens (Human)	133
GPI		P06744	G6PI_HUMAN	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	GPI	Homo sapiens (Human)	558
GPX4		A0A087WT12	A0A087WT12_HUMAN	unreviewed	Glutathione peroxidase	GPX4	Homo sapiens (Human)	233
GPX4		A0A087X247	A0A087X247_HUMAN	unreviewed	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial (Fragment)	GPX4	Homo sapiens (Human)	134
GPX4		A0A087X2I2	A0A087X2I2_HUMAN	unreviewed	Glutathione peroxidase	GPX4	Homo sapiens (Human)	196
GPX4		A0A0A0MTT1	A0A0A0MTT1_HUMAN	unreviewed	Glutathione peroxidase (Fragment)	GPX4	Homo sapiens (Human)	166
GPX4		D6W5Y2	D6W5Y2_HUMAN	unreviewed	Glutathione peroxidase 4 (Phospholipid hydroperoxidase)	GPX4 hCG_21576	Homo sapiens (Human)	90
GPX4		K7EJ20	K7EJ20_HUMAN	unreviewed	Glutathione peroxidase	GPX4	Homo sapiens (Human)	242
GPX4		K7EKX7	K7EKX7_HUMAN	unreviewed	Glutathione peroxidase (Fragment)	GPX4	Homo sapiens (Human)	175
GPX4		K7ENB4	K7ENB4_HUMAN	unreviewed	Glutathione peroxidase	GPX4	Homo sapiens (Human)	180
GPX4		K7ERP4	K7ERP4_HUMAN	unreviewed	Glutathione peroxidase (Fragment)	GPX4	Homo sapiens (Human)	155
GPX4		P36969	GPX4_HUMAN	reviewed	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4)	GPX4	Homo sapiens (Human)	197
GPX4		Q6PI42	Q6PI42_HUMAN	unreviewed	Glutathione peroxidase	GPX4	Homo sapiens (Human)	197
GPX4		R4GNE4	R4GNE4_HUMAN	unreviewed	Glutathione peroxidase (Fragment)	GPX4	Homo sapiens (Human)	179
GRPEL1		Q9HAV7	GRPE1_HUMAN	reviewed	GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1)	GRPEL1 GREPEL1	Homo sapiens (Human)	217
HADHA		H0YFD6	H0YFD6_HUMAN	unreviewed	Trifunctional enzyme subunit alpha, mitochondrial (Fragment)	HADHA	Homo sapiens (Human)	250
HADHA		P40939	ECHA_HUMAN	reviewed	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	HADHA HADH	Homo sapiens (Human)	763
HADHB		B5MD38	B5MD38_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial	HADHB	Homo sapiens (Human)	351
HADHB		C9JE81	C9JE81_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial (Fragment)	HADHB	Homo sapiens (Human)	175
HADHB		C9JEY0	C9JEY0_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial (Fragment)	HADHB	Homo sapiens (Human)	149
HADHB		C9K0M0	C9K0M0_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial (Fragment)	HADHB	Homo sapiens (Human)	84
HADHB		D6W539	D6W539_HUMAN	unreviewed	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (Trifunctional protein), beta subunit, isoform CRA_b	HADHB hCG_23137	Homo sapiens (Human)	372
HADHB		F5GZQ3	F5GZQ3_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial	HADHB	Homo sapiens (Human)	459
HADHB		P55084	ECHB_HUMAN	reviewed	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	HADHB MSTP029	Homo sapiens (Human)	474
HCCS		A0A024RBY9	A0A024RBY9_HUMAN	unreviewed	Cytochrome c heme lyase (EC 4.4.1.17)	HCCS hCG_401192	Homo sapiens (Human)	268
HCCS		P53701	CCHL_HUMAN	reviewed	Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase)	HCCS CCHL	Homo sapiens (Human)	268
HSD17B10		A0A0S2Z410	A0A0S2Z410_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 10 isoform 1 (Fragment)	HSD17B10	Homo sapiens (Human)	261
HSD17B10		A0A0S2Z434	A0A0S2Z434_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 10 isoform 2	HSD17B10	Homo sapiens (Human)	192
HSD17B10		Q5H928	Q5H928_HUMAN	unreviewed	3-hydroxyacyl-CoA dehydrogenase type-2 (Hydroxysteroid (17-beta) dehydrogenase 10)	HSD17B10 RP3-339A18.2-004	Homo sapiens (Human)	169
HSD17B10		Q99714	HCD2_HUMAN	reviewed	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	Homo sapiens (Human)	261
HSPA9		D6RA73	D6RA73_HUMAN	unreviewed	Stress-70 protein, mitochondrial (Fragment)	HSPA9	Homo sapiens (Human)	62
HSPA9		D6RCD7	D6RCD7_HUMAN	unreviewed	Stress-70 protein, mitochondrial	HSPA9	Homo sapiens (Human)	42
HSPA9		D6RDH7	D6RDH7_HUMAN	unreviewed	Stress-70 protein, mitochondrial	HSPA9	Homo sapiens (Human)	38
HSPA9		D6RJI2	D6RJI2_HUMAN	unreviewed	Stress-70 protein, mitochondrial (Fragment)	HSPA9	Homo sapiens (Human)	95
HSPA9		H0Y8K0	H0Y8K0_HUMAN	unreviewed	Stress-70 protein, mitochondrial (Fragment)	HSPA9	Homo sapiens (Human)	100
HSPA9		H0Y8S0	H0Y8S0_HUMAN	unreviewed	Stress-70 protein, mitochondrial (Fragment)	HSPA9	Homo sapiens (Human)	102
HSPA9		H0YBG6	H0YBG6_HUMAN	unreviewed	Stress-70 protein, mitochondrial (Fragment)	HSPA9	Homo sapiens (Human)	163
HSPA9		P38646	GRP75_HUMAN	reviewed	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)	HSPA9 GRP75 HSPA9B mt-HSP70	Homo sapiens (Human)	679
HSPA9		Q8N1C8	Q8N1C8_HUMAN	unreviewed	HSPA9 protein (Fragment)	HSPA9	Homo sapiens (Human)	681
HTRA2		A0A0C4DG44	A0A0C4DG44_HUMAN	unreviewed	Serine protease HTRA2, mitochondrial (Fragment)	HTRA2	Homo sapiens (Human)	423
HTRA2		B2BKJ3	B2BKJ3_HUMAN	unreviewed	Mitochondrial serine protease (Fragment)	HTRA2	Homo sapiens (Human)	143
HTRA2		O43464	HTRA2_HUMAN	reviewed	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)	HTRA2 OMI PRSS25	Homo sapiens (Human)	458
IDH1		C9J4N6	C9J4N6_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment)	IDH1	Homo sapiens (Human)	157
IDH1		C9JJE5	C9JJE5_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment)	IDH1	Homo sapiens (Human)	62
IDH1		C9JLU6	C9JLU6_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment)	IDH1	Homo sapiens (Human)	73
