yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	Entry	Entry name		Protein names	Gene names	Organism	Length
CRAT		H7C0E1	H7C0E1_HUMAN	unreviewed	Carnitine O-acetyltransferase (Fragment)	CRAT	Homo sapiens (Human)	31
CRAT		P43155	CACP_HUMAN	reviewed	Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	CRAT CAT1	Homo sapiens (Human)	626
CRYZ		A6NP24	A6NP24_HUMAN	unreviewed	Quinone oxidoreductase (Fragment)	CRYZ	Homo sapiens (Human)	243
CRYZ		C9JH92	C9JH92_HUMAN	unreviewed	Quinone oxidoreductase (Fragment)	CRYZ	Homo sapiens (Human)	206
CRYZ		Q08257	QOR_HUMAN	reviewed	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin)	CRYZ	Homo sapiens (Human)	329
CYP1A1		A0N0X8	A0N0X8_HUMAN	unreviewed	Cytochrome P450 (EC 1.14.14.1)	CYP1A1 hCG_40803	Homo sapiens (Human)	512
CYP1A1		A4F3V8	A4F3V8_HUMAN	unreviewed	Cytochrome P450 1A1 (Fragment)	CYP1A1	Homo sapiens (Human)	175
CYP1A1		A4F4K3	A4F4K3_HUMAN	unreviewed	Cytochrome P450 1A1	CYP1A1	Homo sapiens (Human)	229
CYP1A1		A4F4K4	A4F4K4_HUMAN	unreviewed	Cytochrome P450 (EC 1.14.14.1)	CYP1A1	Homo sapiens (Human)	251
CYP1A1		E7EMT5	E7EMT5_HUMAN	unreviewed	Cytochrome P450 (EC 1.14.14.1)	CYP1A1	Homo sapiens (Human)	483
CYP1A1		P04798	CP1A1_HUMAN	reviewed	Cytochrome P450 1A1 (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1)	CYP1A1	Homo sapiens (Human)	512
CYP1A1		Q0VHD5	Q0VHD5_HUMAN	unreviewed	Cytochrome P450 (EC 1.14.14.1)	CYP1A1	Homo sapiens (Human)	483
CYP1A1		Q5J9B1	Q5J9B1_HUMAN	unreviewed	Cytochrome P450 (EC 1.14.14.1)	CYP1A1	Homo sapiens (Human)	484
CYP4A11		A0A0C4DFV7	A0A0C4DFV7_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	455
CYP4A11		E7EVL8	E7EVL8_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	520
CYP4A11		Q02928	CP4AB_HUMAN	reviewed	Cytochrome P450 4A11 (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYP4AII) (CYPIVA11) (Cytochrome P-450HK-omega) (Cytochrome P450HL-omega) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.13.205)	CYP4A11 CYP4A2	Homo sapiens (Human)	519
CYP4A11		V9GY41	V9GY41_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	215
CYP4A11		V9GYC6	V9GYC6_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	377
CYP4A11		V9GYK4	V9GYK4_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	264
CYP4A11		V9GYQ2	V9GYQ2_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	249
CYP4A11		V9GZ77	V9GZ77_HUMAN	unreviewed	Cytochrome P450 4A11	CYP4A11	Homo sapiens (Human)	421
CYP4A22		A0A087WUY4	A0A087WUY4_HUMAN	unreviewed	Cytochrome P450 4A22	CYP4A22	Homo sapiens (Human)	520
CYP4A22		A0A087WZX9	A0A087WZX9_HUMAN	unreviewed	Cytochrome P450 4A22	CYP4A22	Homo sapiens (Human)	357
CYP4A22		A0A0C4DFN9	A0A0C4DFN9_HUMAN	unreviewed	Cytochrome P450 4A22	CYP4A22	Homo sapiens (Human)	455
CYP4A22		A5PKT5	A5PKT5_HUMAN	unreviewed	CYP4A22 protein	CYP4A22	Homo sapiens (Human)	455
CYP4A22		A5PL05	A5PL05_HUMAN	unreviewed	CYP4A22 protein	CYP4A22	Homo sapiens (Human)	357
CYP4A22		Q5TCH4	CP4AM_HUMAN	reviewed	Cytochrome P450 4A22 (CYPIVA22) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.13.205)	CYP4A22	Homo sapiens (Human)	519
CYP4A22		Q5TCH5	Q5TCH5_HUMAN	unreviewed	Cytochrome P450 4A22 (Cytochrome P450, family 4, subfamily A, polypeptide 22)	CYP4A22 RP1-18D14.1-003	Homo sapiens (Human)	421
D2HGDH		B5MCV2	B5MCV2_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial	D2HGDH	Homo sapiens (Human)	387
D2HGDH		F8WCF9	F8WCF9_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial	D2HGDH	Homo sapiens (Human)	243
D2HGDH		G5E9E8	G5E9E8_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, isoform CRA_b (D-2-hydroxyglutarate dehydrogenase, mitochondrial)	D2HGDH hCG_31745	Homo sapiens (Human)	320
D2HGDH		H7BZ32	H7BZ32_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial (Fragment)	D2HGDH	Homo sapiens (Human)	318
D2HGDH		H7C021	H7C021_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial (Fragment)	D2HGDH	Homo sapiens (Human)	152
D2HGDH		H7C0N1	H7C0N1_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial (Fragment)	D2HGDH	Homo sapiens (Human)	189
D2HGDH		H7C290	H7C290_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial (Fragment)	D2HGDH	Homo sapiens (Human)	78
D2HGDH		H7C3L2	H7C3L2_HUMAN	unreviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial (Fragment)	D2HGDH	Homo sapiens (Human)	89
D2HGDH		Q8N465	D2HDH_HUMAN	reviewed	D-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.-)	D2HGDH D2HGD	Homo sapiens (Human)	521
DECR1		A0A024R9D7	A0A024R9D7_HUMAN	unreviewed	2,4-dienoyl CoA reductase 1, mitochondrial, isoform CRA_b	DECR1 hCG_33062	Homo sapiens (Human)	335
DECR1		E5RFV2	E5RFV2_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	205
DECR1		E5RGS6	E5RGS6_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	Homo sapiens (Human)	41
DECR1		E5RHR1	E5RHR1_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	Homo sapiens (Human)	48
DECR1		E5RID6	E5RID6_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	Homo sapiens (Human)	95
DECR1		E5RJD2	E5RJD2_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	151
DECR1		E5RJG7	E5RJG7_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	181
DECR1		H0YAW3	H0YAW3_HUMAN	unreviewed	2,4-dienoyl-CoA reductase, mitochondrial (Fragment)	DECR1	Homo sapiens (Human)	43
DECR1		Q16698	DECR_HUMAN	reviewed	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	DECR1 DECR SDR18C1	Homo sapiens (Human)	335
DHCR24		H7C4B7	H7C4B7_HUMAN	unreviewed	Delta(24)-sterol reductase (Fragment)	DHCR24	Homo sapiens (Human)	154
DHCR24		Q15392	DHC24_HUMAN	reviewed	Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1)	DHCR24 KIAA0018	Homo sapiens (Human)	516
DHCR24		Q3LIE7	Q3LIE7_HUMAN	unreviewed	Delta(24)-sterol reductase (Putative uncharacterized protein Nbla03646) (cDNA FLJ55321, highly similar to 24-dehydrocholesterol reductase (EC 1.3.1.-)) (cDNA, FLJ79326, highly similar to 24-dehydrocholesterol reductase (EC 1.3.1.-))	Nbla03646 DHCR24	Homo sapiens (Human)	427
DLD		A0A024R713	A0A024R713_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	DLD hCG_17110	Homo sapiens (Human)	509
DLD		E9PEX6	E9PEX6_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	DLD	Homo sapiens (Human)	486
DLD		F2Z2E3	F2Z2E3_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	Homo sapiens (Human)	115
DLD		F8WDM5	F8WDM5_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	Homo sapiens (Human)	114
DLD		F8WDY5	F8WDY5_HUMAN	unreviewed	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	Homo sapiens (Human)	58
DLD		P09622	DLDH_HUMAN	reviewed	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)	DLD GCSL LAD PHE3	Homo sapiens (Human)	509
DLST		A0A024R6C9	A0A024R6C9_HUMAN	unreviewed	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex), isoform CRA_a	DLST hCG_22359	Homo sapiens (Human)	453
DLST		B7ZAZ8	B7ZAZ8_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (cDNA, FLJ79362, moderately similar to Dihydrolipoyllysine-residue succinyltransferase component of 2- oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61))	DLST	Homo sapiens (Human)	67
DLST		G3V3F0	G3V3F0_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	104
DLST		G3V498	G3V498_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	37
DLST		G3V5L9	G3V5L9_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	110
DLST		G3V5M3	G3V5M3_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	Homo sapiens (Human)	83
DLST		H0YJF9	H0YJF9_HUMAN	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (Fragment)	DLST	Homo sapiens (Human)	74
DLST		P36957	ODO2_HUMAN	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	DLST DLTS	Homo sapiens (Human)	453
DLST		Q6IBS5	Q6IBS5_HUMAN	unreviewed	DLST protein	DLST	Homo sapiens (Human)	453
DLST		Q86SW4	Q86SW4_HUMAN	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment)	DLST	Homo sapiens (Human)	279
DLST		Q86TQ8	Q86TQ8_HUMAN	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment)	DLST hCG_22359	Homo sapiens (Human)	307
DLST		Q86TW7	Q86TW7_HUMAN	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-) (Fragment)	DLST hCG_22359	Homo sapiens (Human)	251
ECH1		M0QXS7	M0QXS7_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	36
ECH1		M0QZF6	M0QZF6_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	69
ECH1		M0QZW4	M0QZW4_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	181
ECH1		M0QZX8	M0QZX8_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	ECH1	Homo sapiens (Human)	37
ECH1		M0R1A2	M0R1A2_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	55
ECH1		M0R248	M0R248_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	267
ECH1		M0R280	M0R280_HUMAN	unreviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)	ECH1	Homo sapiens (Human)	17
ECH1		Q13011	ECH1_HUMAN	reviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)	ECH1	Homo sapiens (Human)	328
ECHS1		P30084	ECHM_HUMAN	reviewed	Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)	ECHS1	Homo sapiens (Human)	290
ECI1		H3BS70	H3BS70_HUMAN	unreviewed	Enoyl-CoA delta isomerase 1, mitochondrial (Fragment)	ECI1	Homo sapiens (Human)	224
ECI1		P42126	ECI1_HUMAN	reviewed	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	ECI1 DCI	Homo sapiens (Human)	302
ECI1		Q96DC0	Q96DC0_HUMAN	unreviewed	DCI protein (Dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase), isoform CRA_a) (Enoyl-CoA delta isomerase 1, mitochondrial)	DCI ECI1 hCG_41028	Homo sapiens (Human)	243
ECI2		A0A0C4DGA2	A0A0C4DGA2_HUMAN	unreviewed	Enoyl-CoA delta isomerase 2, mitochondrial (Testicular secretory protein Li 33)	ECI2	Homo sapiens (Human)	364
ECI2		C9JB63	C9JB63_HUMAN	unreviewed	Enoyl-CoA delta isomerase 2, mitochondrial (Fragment)	ECI2	Homo sapiens (Human)	220
ECI2		F1LLU7	F1LLU7_HUMAN	unreviewed	Enoyl-CoA delta isomerase 2, mitochondrial	ECI2	Homo sapiens (Human)	197
ECI2		F8W6J1	F8W6J1_HUMAN	unreviewed	Enoyl-CoA delta isomerase 2, mitochondrial	ECI2	Homo sapiens (Human)	152
ECI2		F8WAW4	F8WAW4_HUMAN	unreviewed	Enoyl-CoA delta isomerase 2, mitochondrial	ECI2	Homo sapiens (Human)	140
ECI2		O75521	ECI2_HUMAN	reviewed	Enoyl-CoA delta isomerase 2, mitochondrial (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)	ECI2 DRS1 HCA88 PECI	Homo sapiens (Human)	394
EHHADH		A0PJI6	A0PJI6_HUMAN	unreviewed	EHHADH protein (Fragment)	EHHADH	Homo sapiens (Human)	484
EHHADH		C9JJE0	C9JJE0_HUMAN	unreviewed	Peroxisomal bifunctional enzyme	EHHADH	Homo sapiens (Human)	76
EHHADH		Q08426	ECHP_HUMAN	reviewed	Peroxisomal bifunctional enzyme (PBE) (PBFE) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	EHHADH ECHD	Homo sapiens (Human)	723
ELOVL5		A0A024RD35	A0A024RD35_HUMAN	unreviewed	Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	ELOVL5 hCG_2001424	Homo sapiens (Human)	299
ELOVL5		A0A024RD61	A0A024RD61_HUMAN	unreviewed	Elongation of very long chain fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	ELOVL5 hCG_2001424	Homo sapiens (Human)	193
ELOVL5		A0A0A0MTI6	A0A0A0MTI6_HUMAN	unreviewed	Elongation of very long chain fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	ELOVL5 hCG_2001424	Homo sapiens (Human)	262
ELOVL5		B3KWH9	B3KWH9_HUMAN	unreviewed	Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	ELOVL5	Homo sapiens (Human)	299
ELOVL5		Q9NYP7	ELOV5_HUMAN	reviewed	Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	ELOVL5 ELOVL2 PRO0530	Homo sapiens (Human)	299
ENO2		F5H0C8	F5H0C8_HUMAN	unreviewed	Gamma-enolase	ENO2	Homo sapiens (Human)	315
ENO2		F5H1C3	F5H1C3_HUMAN	unreviewed	Gamma-enolase (Fragment)	ENO2	Homo sapiens (Human)	103
ENO2		P09104	ENOG_HUMAN	reviewed	Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)	ENO2	Homo sapiens (Human)	434
ENO2		Q6FHV6	Q6FHV6_HUMAN	unreviewed	ENO2 protein (Enolase 2 (Gamma, neuronal), isoform CRA_a) (Epididymis secretory protein Li 279) (cDNA FLJ42665 fis, clone BRAMY2019989, highly similar to Gamma-enolase (EC 4.2.1.11)) (cDNA, FLJ92734, Homo sapiens enolase 2, (gamma, neuronal) (ENO2), mRNA)	ENO2 HEL-S-279 hCG_25937	Homo sapiens (Human)	434
ENO2		U3KQP4	U3KQP4_HUMAN	unreviewed	Gamma-enolase (Fragment)	ENO2	Homo sapiens (Human)	73
ENO2		U3KQQ1	U3KQQ1_HUMAN	unreviewed	Gamma-enolase (Fragment)	ENO2	Homo sapiens (Human)	86
ENO3		D3DTL4	D3DTL4_HUMAN	unreviewed	Enolase 3 (Beta, muscle), isoform CRA_c	ENO3 hCG_32693	Homo sapiens (Human)	341
ENO3		E5RG95	E5RG95_HUMAN	unreviewed	Beta-enolase (Fragment)	ENO3	Homo sapiens (Human)	154
ENO3		E5RGZ4	E5RGZ4_HUMAN	unreviewed	Beta-enolase (Fragment)	ENO3	Homo sapiens (Human)	283
ENO3		E5RI09	E5RI09_HUMAN	unreviewed	Beta-enolase (Fragment)	ENO3	Homo sapiens (Human)	148
ENO3		E5RJH5	E5RJH5_HUMAN	unreviewed	Beta-enolase	ENO3	Homo sapiens (Human)	58
ENO3		K7EKN2	K7EKN2_HUMAN	unreviewed	Beta-enolase (Fragment)	ENO3	Homo sapiens (Human)	212
ENO3		K7EP84	K7EP84_HUMAN	unreviewed	Beta-enolase (Fragment)	ENO3	Homo sapiens (Human)	28
ENO3		K7EPM1	K7EPM1_HUMAN	unreviewed	Beta-enolase (Fragment)	ENO3	Homo sapiens (Human)	196
ENO3		P13929	ENOB_HUMAN	reviewed	Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase)	ENO3	Homo sapiens (Human)	434
EPHX1		A0A0S2Z3T1	A0A0S2Z3T1_HUMAN	unreviewed	Epoxide hydrolase 1 microsomal isoform 2	EPHX1	Homo sapiens (Human)	60
EPHX1		B1AQP8	B1AQP8_HUMAN	unreviewed	Epoxide hydrolase 1 (Fragment)	EPHX1	Homo sapiens (Human)	136
EPHX1		B1AQP9	B1AQP9_HUMAN	unreviewed	Epoxide hydrolase 1 (Fragment)	EPHX1	Homo sapiens (Human)	161
EPHX1		P07099	HYEP_HUMAN	reviewed	Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase)	EPHX1 EPHX EPOX	Homo sapiens (Human)	455
EPHX1		Q6FGZ3	Q6FGZ3_HUMAN	unreviewed	EPHX1 protein (Fragment)	EPHX1	Homo sapiens (Human)	455
EPHX1		R4SBI6	R4SBI6_HUMAN	unreviewed	Epoxide hydrolase (EC 3.3.2.9)	EPHX1 hCG_2039431	Homo sapiens (Human)	455
ERP29		F8VY02	F8VY02_HUMAN	unreviewed	Endoplasmic reticulum resident protein 29	ERP29	Homo sapiens (Human)	160
ERP29		F8W1G0	F8W1G0_HUMAN	unreviewed	Endoplasmic reticulum resident protein 29 (Fragment)	ERP29	Homo sapiens (Human)	95
ERP29		P30040	ERP29_HUMAN	reviewed	Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31)	ERP29 C12orf8 ERP28	Homo sapiens (Human)	261
ERP29		V9HW71	V9HW71_HUMAN	unreviewed	Endoplasmic reticulum resident protein 29	HEL-S-107 ERP29 hCG_40139	Homo sapiens (Human)	261
ETFDH		A7UNU5	A7UNU5_HUMAN	unreviewed	Mutant electron-transferring flavoprotein dehydrogenase	ETFDH	Homo sapiens (Human)	617
ETFDH		A7UNU6	A7UNU6_HUMAN	unreviewed	Mutant electron-transferring flavoprotein dehydrogenase	ETFDH	Homo sapiens (Human)	26
ETFDH		D6RAD5	D6RAD5_HUMAN	unreviewed	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (Fragment)	ETFDH	Homo sapiens (Human)	164
ETFDH		D6RJF8	D6RJF8_HUMAN	unreviewed	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (Fragment)	ETFDH	Homo sapiens (Human)	38
ETFDH		Q16134	ETFD_HUMAN	reviewed	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)	ETFDH	Homo sapiens (Human)	617
ETFDH		Q547S8	Q547S8_HUMAN	unreviewed	Electron transfer flavoprotein ubiquinone oxidoreductase (Electron-transferring-flavoprotein dehydrogenase) (cDNA, FLJ95677, Homo sapiens electron-transferring-flavoprotein dehydrogenase(ETFDH), nuclear gene encoding mitochondrial protein, mRNA)	ETFDH hCG_1811923	Homo sapiens (Human)	617
FABP1		A8MW49	A8MW49_HUMAN	unreviewed	Fatty acid-binding protein, liver	FABP1	Homo sapiens (Human)	124
FABP1		P07148	FABPL_HUMAN	reviewed	Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)	FABP1 FABPL	Homo sapiens (Human)	127
FABP1		Q05CP7	Q05CP7_HUMAN	unreviewed	FABP1 protein (Fragment)	FABP1	Homo sapiens (Human)	134
FABP1		Q6FGL7	Q6FGL7_HUMAN	unreviewed	FABP1 protein (Fatty acid binding protein 1, liver, isoform CRA_b) (Putative uncharacterized protein FABP1) (Fragment)	FABP1 hCG_32947	Homo sapiens (Human)	127
FABP2		P12104	FABPI_HUMAN	reviewed	Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)	FABP2 FABPI	Homo sapiens (Human)	132
FASN		A0A0U1RQF0	A0A0U1RQF0_HUMAN	unreviewed	Fatty acid synthase	FASN	Homo sapiens (Human)	2509
FASN		A0A0U1RRG3	A0A0U1RRG3_HUMAN	unreviewed	Fatty acid synthase (Fragment)	FASN	Homo sapiens (Human)	150
FASN		A0A1B0GTR5	A0A1B0GTR5_HUMAN	unreviewed	Fatty acid synthase (Fragment)	FASN	Homo sapiens (Human)	18
FASN		A0A1B0GVK4	A0A1B0GVK4_HUMAN	unreviewed	Fatty acid synthase (Fragment)	FASN	Homo sapiens (Human)	10
FASN		A0A1B0GWG8	A0A1B0GWG8_HUMAN	unreviewed	Fatty acid synthase (Fragment)	FASN	Homo sapiens (Human)	27
FASN		J3KTF0	J3KTF0_HUMAN	unreviewed	Fatty acid synthase (Fragment)	FASN	Homo sapiens (Human)	78
FASN		P49327	FAS_HUMAN	reviewed	Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	FASN FAS	Homo sapiens (Human)	2511
FASN		Q6PJJ3	Q6PJJ3_HUMAN	unreviewed	FASN protein (Fragment)	FASN	Homo sapiens (Human)	774
FH		A0A0S2Z3S9	A0A0S2Z3S9_HUMAN	unreviewed	Fumarate hydratase isoform 2	FH	Homo sapiens (Human)	129
FH		A0A0S2Z3W2	A0A0S2Z3W2_HUMAN	unreviewed	Fumarate hydratase isoform 6 (Fragment)	FH	Homo sapiens (Human)	155
FH		A0A0S2Z3X6	A0A0S2Z3X6_HUMAN	unreviewed	Fumarate hydratase isoform 4	FH	Homo sapiens (Human)	162
FH		A0A0S2Z408	A0A0S2Z408_HUMAN	unreviewed	Fumarate hydratase isoform 7 (Fragment)	FH	Homo sapiens (Human)	137
FH		A0A0S2Z4C3	A0A0S2Z4C3_HUMAN	unreviewed	Fumarate hydratase isoform 1 (Fragment)	FH	Homo sapiens (Human)	510
FH		A0A0S2Z4H0	A0A0S2Z4H0_HUMAN	unreviewed	Fumarate hydratase isoform 5 (Fragment)	FH	Homo sapiens (Human)	165
FH		P07954	FUMH_HUMAN	reviewed	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	FH	Homo sapiens (Human)	510
